ID,NOMBRE_JUGADOR,POS,EQUIPO,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS ULT 3,GOLES ULT 3,GOLES/90 ULT 3,MINUTOS 2025,GOLES 2025,GOLES/90 2025
1290521,Elián Giménez,VOL,Sarmiento (Junín),https://www.transfermarkt.es/elian-gimenez/profil/spieler/1290521,2562,1,0.04,2562,1,0.04,278,0,0.0
1253999,Tomás Guiacobini,VOL,Sarmiento (Junín),https://www.transfermarkt.es/tomas-guiacobini/profil/spieler/1253999,2952,2,0.06,2952,2,0.06,354,0,0.0
890130,Federico Paradela,VOL,Sarmiento (Junín),https://www.transfermarkt.es/federico-paradela/profil/spieler/890130,1250,0,0.0,513,0,0.0,201,0,0.0
842589,Joaquín Gho,VOL,Sarmiento (Junín),https://www.transfermarkt.es/joaquin-gho/profil/spieler/842589,3813,4,0.09,3751,4,0.1,644,0,0.0
906961,Manuel Mónaco,VOL,Sarmiento (Junín),https://www.transfermarkt.es/manuel-monaco/profil/spieler/906961,2559,3,0.11,2559,3,0.11,146,0,0.0
280157,Gabriel Carabajal,VOL,Sarmiento (Junín),https://www.transfermarkt.es/gabriel-carabajal/profil/spieler/280157,14798,27,0.16,4150,6,0.13,526,2,0.34
563719,Valentín Burgoa,DEL,Sarmiento (Junín),https://www.transfermarkt.es/valentin-burgoa/profil/spieler/563719,6340,4,0.06,3126,1,0.03,459,1,0.2
440006,Yair Arismendi,VOL,Sarmiento (Junín),https://www.transfermarkt.es/yair-arismendi/profil/spieler/440006,7864,6,0.07,4865,3,0.06,124,0,0.0
463444,Leandro Suhr,DEL,Sarmiento (Junín),https://www.transfermarkt.es/leandro-suhr/profil/spieler/463444,14087,19,0.12,5575,4,0.06,397,1,0.23
858262,Franco Frías,DEL,Sarmiento (Junín),https://www.transfermarkt.es/franco-frias/profil/spieler/858262,3020,14,0.42,3020,14,0.42,288,0,0.0
461608,Iván Morales,DEL,Sarmiento (Junín),https://www.transfermarkt.es/ivan-morales/profil/spieler/461608,9702,35,0.32,3500,6,0.15,655,1,0.14
144236,Pablo Magnin,DEL,Sarmiento (Junín),https://www.transfermarkt.es/pablo-magnin/profil/spieler/144236,18951,101,0.48,4967,27,0.49,465,2,0.39
1270722,Brandon Márquez,DEL,Sarmiento (Junín),https://www.transfermarkt.es/brandon-marquez/profil/spieler/1270722,1564,0,0.0,1564,0,0.0,180,0,0.0
626917,Ezequiel Centurión,ARQ,Independiente Rivadavia,https://www.transfermarkt.es/ezequiel-centurion/profil/spieler/626917,6795,0,0.0,3825,0,0.0,900,0,0.0
91815,Gonzalo Marinelli,ARQ,Independiente Rivadavia,https://www.transfermarkt.es/gonzalo-marinelli/profil/spieler/91815,13954,0,0.0,7412,0,0.0,-,0,0.0
911960,Agustín Lastra,ARQ,Independiente Rivadavia,https://www.transfermarkt.es/agustin-lastra/profil/spieler/911960,360,0,0.0,180,0,0.0,-,0,0.0
800720,Leonard Costa,DEF,Independiente Rivadavia,https://www.transfermarkt.es/leonard-costa/profil/spieler/800720,8139,6,0.07,5393,5,0.08,233,0,0.0
312562,Iván Villalba,DEF,Independiente Rivadavia,https://www.transfermarkt.es/ivan-villalba/profil/spieler/312562,19636,11,0.05,7303,5,0.06,731,0,0.0
1190390,Sheyko Studer,DEF,Independiente Rivadavia,https://www.transfermarkt.es/sheyko-studer/profil/spieler/1190390,3534,5,0.13,3534,5,0.13,771,0,0.0
1214798,Matías Valenti,DEF,Independiente Rivadavia,https://www.transfermarkt.es/matias-valenti/profil/spieler/1214798,2294,1,0.04,2294,1,0.04,89,0,0.0
1011266,Santiago Flores,DEF,Independiente Rivadavia,https://www.transfermarkt.es/santiago-flores/profil/spieler/1011266,2418,0,0.0,2418,0,0.0,84,0,0.0
990550,Alejo Osella,DEF,Independiente Rivadavia,https://www.transfermarkt.es/alejo-osella/profil/spieler/990550,469,0,0.0,469,0,0.0,86,0,0.0
924999,Pedro Souto,DEF,Independiente Rivadavia,https://www.transfermarkt.es/pedro-souto/profil/spieler/924999,6847,3,0.04,5587,3,0.05,247,0,0.0
742593,Thomas Ortega,DEF,Independiente Rivadavia,https://www.transfermarkt.es/thomas-ortega/profil/spieler/742593,6989,0,0.0,4844,0,0.0,88,0,0.0
989571,Mauro Peinipil,DEF,Independiente Rivadavia,https://www.transfermarkt.es/mauro-peinipil/profil/spieler/989571,12079,5,0.04,9078,5,0.05,646,1,0.14
423705,Luciano Gómez,DEF,Independiente Rivadavia,https://www.transfermarkt.es/luciano-gomez/profil/spieler/423705,8528,4,0.04,2735,2,0.07,713,1,0.13
149435,Luciano Abecasis,DEF,Independiente Rivadavia,https://www.transfermarkt.es/luciano-abecasis/profil/spieler/149435,20455,6,0.03,6236,3,0.04,90,0,0.0
990429,Maximiliano Amarfil,VOL,Independiente Rivadavia,https://www.transfermarkt.es/maximiliano-amarfil/profil/spieler/990429,9457,8,0.08,8627,8,0.08,864,0,0.0
1118619,Laureano Rodríguez,DEF,Independiente Rivadavia,https://www.transfermarkt.es/laureano-rodriguez/profil/spieler/1118619,4037,2,0.04,4037,2,0.04,-,0,0.0
1174801,Fabricio Amato,VOL,Independiente Rivadavia,https://www.transfermarkt.es/fabricio-amato/profil/spieler/1174801,1917,0,0.0,1917,0,0.0,26,0,0.0
840860,Tomás Bottari,VOL,Independiente Rivadavia,https://www.transfermarkt.es/tomas-bottari/profil/spieler/840860,6664,0,0.0,5802,0,0.0,402,0,0.0
1115518,Mauricio Cardillo,VOL,Independiente Rivadavia,https://www.transfermarkt.es/mauricio-cardillo/profil/spieler/1115518,3093,6,0.17,3093,6,0.17,599,0,0.0
87890,Diego Tonetto,VOL,Independiente Rivadavia,https://www.transfermarkt.es/diego-tonetto/profil/spieler/87890,17661,9,0.05,4213,0,0.0,275,0,0.0
668550,Luis Sequeira,VOL,Independiente Rivadavia,https://www.transfermarkt.es/luis-sequeira/profil/spieler/668550,2709,5,0.17,2635,4,0.14,691,2,0.26
707153,Matías Fernández,DEL,Independiente Rivadavia,https://www.transfermarkt.es/matias-fernandez/profil/spieler/707153,747,0,0.0,557,0,0.0,164,0,0.0
1298373,Mateo Schwartz,VOL,Independiente Rivadavia,https://www.transfermarkt.es/mateo-schwartz/profil/spieler/1298373,325,0,0.0,325,0,0.0,50,0,0.0
493000,Sebastián Villa,DEL,Independiente Rivadavia,https://www.transfermarkt.es/sebastian-villa/profil/spieler/493000,21292,50,0.21,8917,24,0.24,893,3,0.3
978970,Fabrizio Sartori,DEL,Independiente Rivadavia,https://www.transfermarkt.es/fabrizio-sartori/profil/spieler/978970,1645,4,0.22,1645,4,0.22,225,1,0.4
991849,Nicolás Retamar,DEL,Independiente Rivadavia,https://www.transfermarkt.es/nicolas-retamar/profil/spieler/991849,6917,21,0.27,6021,21,0.31,294,2,0.61
657749,Maximiliano Juambeltz,DEL,Independiente Rivadavia,https://www.transfermarkt.es/maximiliano-juambeltz/profil/spieler/657749,5123,14,0.25,4715,12,0.23,23,0,0.0
491604,Fernando Romero,DEL,Independiente Rivadavia,https://www.transfermarkt.es/fernando-romero/profil/spieler/491604,8892,27,0.27,5046,15,0.27,90,0,0.0
381065,Victorio Ramis,DEL,Independiente Rivadavia,https://www.transfermarkt.es/victorio-ramis/profil/spieler/381065,10133,27,0.24,4753,9,0.17,452,0,0.0
984675,Juan Barbieri,DEL,Independiente Rivadavia,https://www.transfermarkt.es/juan-barbieri/profil/spieler/984675,1282,8,0.56,1231,8,0.58,152,0,0.0
592427,Matías Borgogno,ARQ,San Martín (San Juan),https://www.transfermarkt.es/matias-borgogno/profil/spieler/592427,5220,0,0.0,4950,0,0.0,900,0,0.0
441384,Maximiliano Velazco,ARQ,San Martín (San Juan),https://www.transfermarkt.es/maximiliano-velazco/profil/spieler/441384,12939,0,0.0,4693,0,0.0,90,0,0.0
360203,Federico Bonansea,ARQ,San Martín (San Juan),https://www.transfermarkt.es/federico-bonansea/profil/spieler/360203,720,0,0.0,270,0,0.0,180,0,0.0
442677,Luciano Recalde,DEF,San Martín (San Juan),https://www.transfermarkt.es/luciano-recalde/profil/spieler/442677,11303,2,0.02,7110,0,0.0,409,0,0.0
337922,Esteban Burgos,DEF,San Martín (San Juan),https://www.transfermarkt.es/esteban-burgos/profil/spieler/337922,19785,14,0.06,5133,1,0.02,487,0,0.0
661134,Tomás Lecanda,DEF,San Martín (San Juan),https://www.transfermarkt.es/tomas-lecanda/profil/spieler/661134,2646,0,0.0,2502,0,0.0,90,0,0.0
849617,Rodrigo Cáseres,DEF,San Martín (San Juan),https://www.transfermarkt.es/rodrigo-caseres/profil/spieler/849617,8111,2,0.02,4961,1,0.02,900,0,0.0
146215,Hernán Lópes,DEF,San Martín (San Juan),https://www.transfermarkt.es/hernan-lopes/profil/spieler/146215,19537,4,0.02,8062,3,0.03,323,0,0.0
283386,Lucas Diarte,DEF,San Martín (San Juan),https://www.transfermarkt.es/lucas-diarte/profil/spieler/283386,16756,7,0.04,7053,3,0.04,416,0,0.0
1230916,Gonzalo Lucero,DEF,San Martín (San Juan),https://www.transfermarkt.es/gonzalo-lucero/profil/spieler/1230916,480,0,0.0,480,0,0.0,450,0,0.0
538529,Alejandro Molina,DEF,San Martín (San Juan),https://www.transfermarkt.es/alejandro-molina/profil/spieler/538529,12872,7,0.05,8675,6,0.06,515,0,0.0
572895,Damián Adín,DEF,San Martín (San Juan),https://www.transfermarkt.es/damian-adin/profil/spieler/572895,10333,7,0.06,7684,5,0.06,-,0,0.0
269886,Nicolás Pelaitay,VOL,San Martín (San Juan),https://www.transfermarkt.es/nicolas-pelaitay/profil/spieler/269886,14820,3,0.02,8269,2,0.02,758,0,0.0
697045,Nicolás Watson,VOL,San Martín (San Juan),https://www.transfermarkt.es/nicolas-watson/profil/spieler/697045,7143,0,0.0,4331,0,0.0,322,0,0.0
840762,Gino Olguín,VOL,San Martín (San Juan),https://www.transfermarkt.es/gino-olguin/profil/spieler/840762,2973,0,0.0,2941,0,0.0,135,0,0.0
54578,Diego González,VOL,San Martín (San Juan),https://www.transfermarkt.es/diego-gonzalez/profil/spieler/54578,32000,48,0.14,2988,7,0.21,-,0,0.0
740671,Tomás Escalante,VOL,San Martín (San Juan),https://www.transfermarkt.es/tomas-escalante/profil/spieler/740671,5102,1,0.02,3612,0,0.0,149,0,0.0
727892,Sebastián Jaurena,VOL,San Martín (San Juan),https://www.transfermarkt.es/sebastian-jaurena/profil/spieler/727892,7429,2,0.02,5161,2,0.03,439,0,0.0
267716,Dante Álvarez,DEL,San Martín (San Juan),https://www.transfermarkt.es/dante-alvarez/profil/spieler/267716,8648,0,0.0,6906,0,0.0,450,0,0.0
106404,Sebastián González,VOL,San Martín (San Juan),https://www.transfermarkt.es/sebastian-gonzalez/profil/spieler/106404,18410,24,0.12,7505,14,0.17,430,1,0.21
849631,Gastón Moreyra,VOL,San Martín (San Juan),https://www.transfermarkt.es/gaston-moreyra/profil/spieler/849631,4048,4,0.09,3408,3,0.08,75,0,0.0
699886,Marco Iacobellis,VOL,San Martín (San Juan),https://www.transfermarkt.es/marco-iacobellis/profil/spieler/699886,6331,9,0.13,3847,5,0.12,485,1,0.19
221037,Juan Cavallaro,DEL,San Martín (San Juan),https://www.transfermarkt.es/juan-cavallaro/profil/spieler/221037,10898,26,0.21,2678,4,0.13,300,0,0.0
232142,Jonathan Menéndez,DEL,San Martín (San Juan),https://www.transfermarkt.es/jonathan-menendez/profil/spieler/232142,14581,32,0.2,2960,1,0.03,85,0,0.0
380974,Horacio Tijanovich,DEL,San Martín (San Juan),https://www.transfermarkt.es/horacio-tijanovich/profil/spieler/380974,8059,7,0.08,2676,2,0.07,120,0,0.0
422400,Ezequiel Montagna,DEL,San Martín (San Juan),https://www.transfermarkt.es/ezequiel-montagna/profil/spieler/422400,10682,25,0.21,3935,9,0.21,110,0,0.0
613364,Tomás Fernández,DEL,San Martín (San Juan),https://www.transfermarkt.es/tomas-fernandez/profil/spieler/613364,10732,27,0.23,5611,15,0.24,559,1,0.16
841207,Ayrton Portillo,DEF,San Martín (San Juan),https://www.transfermarkt.es/ayrton-portillo/profil/spieler/841207,9913,7,0.06,7138,3,0.04,450,0,0.0
441338,Maximiliano Casa,DEL,San Martín (San Juan),https://www.transfermarkt.es/maximiliano-casa/profil/spieler/441338,10821,35,0.29,7983,23,0.26,52,0,0.0
428751,Edwuin Pernía,DEL,San Martín (San Juan),https://www.transfermarkt.es/edwuin-pernia/profil/spieler/428751,12533,69,0.5,6897,30,0.39,145,0,0.0
343163,Federico Anselmo,DEL,San Martín (San Juan),https://www.transfermarkt.es/federico-anselmo/profil/spieler/343163,9946,43,0.39,4800,18,0.34,656,1,0.14
726764,Franco Toloza,DEL,San Martín (San Juan),https://www.transfermarkt.es/franco-toloza/profil/spieler/726764,7475,30,0.36,5691,21,0.33,99,0,0.0
77380,Federico González,DEL,San Martín (San Juan),https://www.transfermarkt.es/federico-gonzalez/profil/spieler/77380,26765,81,0.27,5414,14,0.23,100,0,0.0
131206,Ignacio Arce,ARQ,Deportivo Riestra,https://www.transfermarkt.es/ignacio-arce/profil/spieler/131206,23373,1,0.0,10350,0,0.0,900,0,0.0
880019,Nahuel Manganelli,ARQ,Deportivo Riestra,https://www.transfermarkt.es/nahuel-manganelli/profil/spieler/880019,2493,0,0.0,2493,0,0.0,180,0,0.0
1360672,Juan Carlos Rolón,ARQ,Deportivo Riestra,https://www.transfermarkt.es/juan-carlos-rolon/profil/spieler/1360672,180,0,0.0,180,0,0.0,180,0,0.0
1022445,Jaime Barceló,ARQ,Deportivo Riestra,https://www.transfermarkt.es/jaime-barcelo/profil/spieler/1022445,720,0,0.0,720,0,0.0,90,0,0.0
538611,Nicolás Caro Torres,DEF,Deportivo Riestra,https://www.transfermarkt.es/nicolas-caro-torres/profil/spieler/538611,11499,5,0.04,7078,3,0.04,737,0,0.0
283398,Juan Randazzo,DEF,Deportivo Riestra,https://www.transfermarkt.es/juan-randazzo/profil/spieler/283398,11805,10,0.08,7693,9,0.11,195,0,0.0
357338,Cristian Paz,DEF,Deportivo Riestra,https://www.transfermarkt.es/cristian-paz/profil/spieler/357338,11631,4,0.03,7040,2,0.03,900,0,0.0
697418,Eric Tovo,DEF,Deportivo Riestra,https://www.transfermarkt.es/eric-tovo/profil/spieler/697418,9412,8,0.08,5780,2,0.03,200,0,0.0
1110143,Diego Mastrángelo,DEF,Deportivo Riestra,https://www.transfermarkt.es/diego-mastrangelo/profil/spieler/1110143,1688,0,0.0,1688,0,0.0,175,0,0.0
865442,Facundo Miño,DEF,Deportivo Riestra,https://www.transfermarkt.es/facundo-mino/profil/spieler/865442,6443,2,0.03,5529,2,0.03,299,0,0.0
439088,Yeison Murillo,DEF,Deportivo Riestra,https://www.transfermarkt.es/yeison-murillo/profil/spieler/439088,11473,0,0.0,5311,0,0.0,101,0,0.0
852747,Rodrigo Gallo,DEF,Deportivo Riestra,https://www.transfermarkt.es/rodrigo-gallo/profil/spieler/852747,1759,0,0.0,1759,0,0.0,168,0,0.0
696728,Rodrigo Sayavedra,DEF,Deportivo Riestra,https://www.transfermarkt.es/rodrigo-sayavedra/profil/spieler/696728,7592,5,0.06,5302,2,0.03,274,0,0.0
832088,Pedro Ramírez,DEF,Deportivo Riestra,https://www.transfermarkt.es/pedro-ramirez/profil/spieler/832088,6077,2,0.03,5057,2,0.04,484,0,0.0
553854,Yonatan Goitía,VOL,Deportivo Riestra,https://www.transfermarkt.es/yonatan-goitia/profil/spieler/553854,12950,11,0.08,8830,6,0.06,594,0,0.0
441341,Nicolás Sansotre,DEF,Deportivo Riestra,https://www.transfermarkt.es/nicolas-sansotre/profil/spieler/441341,16653,4,0.02,6548,2,0.03,886,1,0.1
662756,Mariano Bracamonte,DEF,Deportivo Riestra,https://www.transfermarkt.es/mariano-bracamonte/profil/spieler/662756,2855,3,0.09,2069,3,0.13,421,0,0.0
992605,Pablo Monje,VOL,Deportivo Riestra,https://www.transfermarkt.es/pablo-monje/profil/spieler/992605,3249,0,0.0,3249,0,0.0,594,0,0.0
1034081,Sergio Ortíz,VOL,Deportivo Riestra,https://www.transfermarkt.es/sergio-ortiz/profil/spieler/1034081,2572,2,0.07,2572,2,0.07,45,0,0.0
441277,Mateo Ramírez,VOL,Deportivo Riestra,https://www.transfermarkt.es/mateo-ramirez/profil/spieler/441277,2195,2,0.08,678,1,0.13,90,0,0.0
349747,Leonardo Landriel,VOL,Deportivo Riestra,https://www.transfermarkt.es/leonardo-landriel/profil/spieler/349747,3138,0,0.0,2825,0,0.0,-,0,0.0
981694,Ariel Muñoz,VOL,Deportivo Riestra,https://www.transfermarkt.es/ariel-munoz/profil/spieler/981694,2163,6,0.25,2163,6,0.25,20,0,0.0
873212,Nehuén Montoya,DEF,Deportivo Riestra,https://www.transfermarkt.es/nehuen-montoya/profil/spieler/873212,916,0,0.0,45,0,0.0,45,0,0.0
540163,Braian Sánchez,DEL,Deportivo Riestra,https://www.transfermarkt.es/braian-sanchez/profil/spieler/540163,7625,16,0.19,3463,11,0.29,281,1,0.32
464349,Gonzalo Bravo,VOL,Deportivo Riestra,https://www.transfermarkt.es/gonzalo-bravo/profil/spieler/464349,6131,14,0.21,2669,3,0.1,156,0,0.0
1169692,Mauro Smarra,DEL,Deportivo Riestra,https://www.transfermarkt.es/mauro-smarra/profil/spieler/1169692,269,1,0.33,269,1,0.33,263,1,0.34
1027280,Mario Sanabria,DEL,Deportivo Riestra,https://www.transfermarkt.es/mario-sanabria/profil/spieler/1027280,3247,5,0.14,3247,5,0.14,272,0,0.0
1118715,Gabriel Obredor,VOL,Deportivo Riestra,https://www.transfermarkt.es/gabriel-obredor/profil/spieler/1118715,4061,10,0.22,4061,10,0.22,113,1,0.8
504884,Braian Guille,DEL,Deportivo Riestra,https://www.transfermarkt.es/braian-guille/profil/spieler/504884,10108,34,0.3,4925,21,0.38,208,2,0.87
438926,Nicolás Benegas,DEL,Deportivo Riestra,https://www.transfermarkt.es/nicolas-benegas/profil/spieler/438926,15390,49,0.29,7658,29,0.34,631,1,0.14
618986,Alexander Díaz,DEL,Deportivo Riestra,https://www.transfermarkt.es/alexander-diaz/profil/spieler/618986,5635,13,0.21,3934,10,0.23,224,0,0.0
485880,Jonathan Herrera,DEL,Deportivo Riestra,https://www.transfermarkt.es/jonathan-herrera/profil/spieler/485880,15035,64,0.38,8699,31,0.32,851,3,0.32
844800,Antony Alonso,DEL,Deportivo Riestra,https://www.transfermarkt.es/antony-alonso/profil/spieler/844800,1479,7,0.43,1367,7,0.46,260,2,0.69
260652,Milton Céliz,DEL,Deportivo Riestra,https://www.transfermarkt.es/milton-celiz/profil/spieler/260652,16981,33,0.17,8447,14,0.15,810,0,0.0
997808,Franco Fagúndez,VOL,Deportivo Riestra,https://www.transfermarkt.es/franco-fagundez/profil/spieler/997808,4071,10,0.22,4071,10,0.22,213,0,0.0
30957,Gustavo Fernández,DEL,Deportivo Riestra,https://www.transfermarkt.es/gustavo-fernandez/profil/spieler/30957,11273,21,0.17,6425,11,0.15,118,0,0.0
836282,Williams Barlasina,ARQ,Aldosivi,https://www.transfermarkt.es/williams-barlasina/profil/spieler/836282,5923,0,0.0,5923,0,0.0,360,0,0.0
78221,Jorge Carranza,ARQ,Aldosivi,https://www.transfermarkt.es/jorge-carranza/profil/spieler/78221,34890,0,0.0,8882,0,0.0,540,0,0.0
318819,Yonathan Cabral,DEF,Aldosivi,https://www.transfermarkt.es/yonathan-cabral/profil/spieler/318819,24485,10,0.04,7123,4,0.05,251,0,0.0
713782,Gonzalo Mottes,DEF,Aldosivi,https://www.transfermarkt.es/gonzalo-mottes/profil/spieler/713782,7812,7,0.08,6283,7,0.1,810,1,0.11
863398,Santiago Laquidaín,DEF,Aldosivi,https://www.transfermarkt.es/santiago-laquidain/profil/spieler/863398,3794,2,0.05,3794,2,0.05,90,0,0.0
849521,Tomás Kummer,DEF,Aldosivi,https://www.transfermarkt.es/tomas-kummer/profil/spieler/849521,1881,1,0.05,1881,1,0.05,-,0,0.0
836251,Fernando Román,DEL,Aldosivi,https://www.transfermarkt.es/fernando-roman/profil/spieler/836251,8163,1,0.01,6724,1,0.01,-,0,0.0
857297,Ignacio Guerrico,VOL,Aldosivi,https://www.transfermarkt.es/ignacio-guerrico/profil/spieler/857297,6856,1,0.01,5595,0,0.0,900,0,0.0
1072990,Gabriel Paredes,DEF,Aldosivi,https://www.transfermarkt.es/gabriel-paredes/profil/spieler/1072990,450,0,0.0,450,0,0.0,-,0,0.0
659589,Rodrigo González,DEF,Aldosivi,https://www.transfermarkt.es/rodrigo-gonzalez/profil/spieler/659589,9888,1,0.01,9415,1,0.01,794,0,0.0
971423,Giuliano Cerato,DEF,Aldosivi,https://www.transfermarkt.es/giuliano-cerato/profil/spieler/971423,6429,2,0.03,6429,2,0.03,402,0,0.0
334056,Néstor Breitenbruch,DEF,Aldosivi,https://www.transfermarkt.es/nestor-breitenbruch/profil/spieler/334056,17009,5,0.03,7171,2,0.03,810,0,0.0
978973,Marcelo Esponda,VOL,Aldosivi,https://www.transfermarkt.es/marcelo-esponda/profil/spieler/978973,3376,1,0.03,3376,1,0.03,756,0,0.0
267387,Roberto Bochi,VOL,Aldosivi,https://www.transfermarkt.es/roberto-bochi/profil/spieler/267387,10722,4,0.03,6680,2,0.03,431,0,0.0
1203744,Tobías Leiva,VOL,Aldosivi,https://www.transfermarkt.es/tobias-leiva/profil/spieler/1203744,2724,4,0.13,2724,4,0.13,530,1,0.17
566712,Lautaro Chávez,VOL,Aldosivi,https://www.transfermarkt.es/lautaro-chavez/profil/spieler/566712,1955,1,0.05,1507,1,0.06,236,0,0.0
1231128,Tiago Serrago,VOL,Aldosivi,https://www.transfermarkt.es/tiago-serrago/profil/spieler/1231128,1772,4,0.2,1772,4,0.2,59,1,1.53
212310,Ayrton Preciado,DEL,Aldosivi,https://www.transfermarkt.es/ayrton-preciado/profil/spieler/212310,19277,67,0.31,1081,1,0.08,514,1,0.18
943969,Agustín Palavecino,DEL,Aldosivi,https://www.transfermarkt.es/agustin-palavecino/profil/spieler/943969,3485,4,0.1,3485,4,0.1,352,0,0.0
267393,Matías García,VOL,Aldosivi,https://www.transfermarkt.es/matias-garcia/profil/spieler/267393,19941,25,0.11,4205,5,0.11,58,0,0.0
539164,Justo Giani,DEL,Aldosivi,https://www.transfermarkt.es/justo-giani/profil/spieler/539164,6820,9,0.12,3842,3,0.07,576,1,0.16
741105,Natanael Guzmán,DEL,Aldosivi,https://www.transfermarkt.es/natanael-guzman/profil/spieler/741105,3737,2,0.05,3083,1,0.03,285,0,0.0
456514,Alexis Domínguez,DEL,Aldosivi,https://www.transfermarkt.es/alexis-dominguez/profil/spieler/456514,6970,27,0.35,3610,8,0.2,191,0,0.0
1014363,Elías Torres,DEL,Aldosivi,https://www.transfermarkt.es/elias-torres/profil/spieler/1014363,3329,14,0.38,3329,14,0.38,780,2,0.23
1173445,Franco Rami,DEL,Aldosivi,https://www.transfermarkt.es/franco-rami/profil/spieler/1173445,2415,13,0.48,2415,13,0.48,336,2,0.54
1027880,Tomás OConnor,VOL,Rosario Central,https://www.transfermarkt.com.ar/tomas-oconnor/profil/spieler/1027880,3329,3,0.08,3239,3,0.08,157,0,0.0
441160,Nicolas Castro,VOL,Atlético Tucumán,https://www.transfermarkt.es/nicolas-castro/profil/spieler/441160,18733,18,0.09,4606,7,0.14,175,1,0.51
