ID,NOMBRE_JUGADOR,POS,EQUIPO,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS ULT 3,GOLES ULT 3,GOLES/90 ULT 3,MINUTOS 2025,GOLES 2025,GOLES/90 2025
395164,José Angulo,DEL,Unión (Santa Fe),https://www.transfermarkt.es/jose-angulo/profil/spieler/395164,11332,59,0.47,4202,19,0.41,45,0,0.0
125906,Lucas Gamba,DEL,Unión (Santa Fe),https://www.transfermarkt.es/lucas-gamba/profil/spieler/125906,23056,57,0.22,6548,13,0.18,526,0,0.0
1371326,Diego Díaz,DEL,Unión (Santa Fe),https://www.transfermarkt.es/diego-diaz/profil/spieler/1371326,65,1,1.38,65,1,1.38,65,1,1.38
870032,Facundo Sanguinetti,ARQ,Banfield,https://www.transfermarkt.es/facundo-sanguinetti/profil/spieler/870032,4021,0,0.0,4021,0,0.0,900,0,0.0
643063,Diego Romero,ARQ,Banfield,https://www.transfermarkt.es/diego-romero/profil/spieler/643063,2700,0,0.0,1980,0,0.0,-,0,0.0
1037539,Paul Riveros,DEF,Banfield,https://www.transfermarkt.es/paul-riveros/profil/spieler/1037539,7346,10,0.12,7166,10,0.13,208,0,0.0
849258,Joaquín Pombo,DEF,Banfield,https://www.transfermarkt.es/joaquin-pombo/profil/spieler/849258,4994,1,0.02,4994,1,0.02,692,0,0.0
643750,Nicolás Hernández,DEL,Banfield,https://www.transfermarkt.es/nicolas-hernandez/profil/spieler/643750,11286,2,0.02,5692,2,0.03,-,0,0.0
444100,Alexis Maldonado,DEF,Banfield,https://www.transfermarkt.es/alexis-maldonado/profil/spieler/444100,9082,2,0.02,2565,0,0.0,853,0,0.0
1322606,Brandon Oviedo,DEF,Banfield,https://www.transfermarkt.es/brandon-oviedo/profil/spieler/1322606,988,1,0.09,988,1,0.09,90,0,0.0
981054,Mathías De Ritis,DEF,Banfield,https://www.transfermarkt.es/mathias-de-ritis/profil/spieler/981054,2930,2,0.06,2840,2,0.06,882,0,0.0
985269,Ignacio Abraham,DEF,Banfield,https://www.transfermarkt.es/ignacio-abraham/profil/spieler/985269,7968,5,0.06,5478,5,0.08,10,0,0.0
878219,Ramiro Di Luciano,DEF,Banfield,https://www.transfermarkt.es/ramiro-di-luciano/profil/spieler/878219,3100,0,0.0,2940,0,0.0,658,0,0.0
334224,Ezequiel Bonifacio,DEF,Banfield,https://www.transfermarkt.es/ezequiel-bonifacio/profil/spieler/334224,14082,7,0.04,3936,1,0.02,-,0,0.0
1232511,Juan Iribarren,DEF,Banfield,https://www.transfermarkt.es/juan-iribarren/profil/spieler/1232511,1246,0,0.0,1246,0,0.0,169,0,0.0
878220,Lautaro Ríos,VOL,Banfield,https://www.transfermarkt.es/lautaro-rios/profil/spieler/878220,3711,1,0.02,2829,1,0.03,710,0,0.0
816843,Martín Río,VOL,Banfield,https://www.transfermarkt.es/martin-rio/profil/spieler/816843,6107,4,0.06,6062,4,0.06,1560,0,0.0
259246,Leonel Miranda,VOL,Banfield,https://www.transfermarkt.es/leonel-miranda/profil/spieler/259246,21845,23,0.09,4035,4,0.09,114,0,0.0
906749,Gabriel Vega,VOL,Banfield,https://www.transfermarkt.es/gabriel-vega/profil/spieler/906749,1540,0,0.0,1353,0,0.0,19,0,0.0
1073555,Lucas Palavecino,VOL,Banfield,https://www.transfermarkt.es/lucas-palavecino/profil/spieler/1073555,304,0,0.0,304,0,0.0,-,0,0.0
1301391,Santiago Esquivel,VOL,Banfield,https://www.transfermarkt.es/santiago-esquivel/profil/spieler/1301391,2641,1,0.03,2641,1,0.03,95,0,0.0
1115868,Tomás Adoryán,VOL,Banfield,https://www.transfermarkt.es/tomas-adoryan/profil/spieler/1115868,3485,7,0.18,3485,7,0.18,310,1,0.29
654813,Santiago López García,VOL,Banfield,https://www.transfermarkt.es/santiago-lopez-garcia/profil/spieler/654813,13722,10,0.07,8388,5,0.05,264,0,0.0
907834,Gonzalo Ríos,DEL,Banfield,https://www.transfermarkt.es/gonzalo-rios/profil/spieler/907834,7707,16,0.19,5310,15,0.25,570,0,0.0
831492,Matías González,VOL,Banfield,https://www.transfermarkt.es/matias-gonzalez/profil/spieler/831492,2787,3,0.1,2572,3,0.1,-,0,0.0
55167,Damián Díaz,VOL,Banfield,https://www.transfermarkt.es/damian-diaz/profil/spieler/55167,37750,127,0.3,5139,22,0.39,-,0,0.0
1146094,Gerónimo Rivera,DEL,Banfield,https://www.transfermarkt.es/geronimo-rivera/profil/spieler/1146094,2672,7,0.24,2672,7,0.24,463,1,0.19
491706,Agustín Obando,VOL,Banfield,https://www.transfermarkt.es/agustin-obando/profil/spieler/491706,3615,5,0.12,1644,3,0.16,62,0,0.0
866061,Juan Bisanz,DEL,Banfield,https://www.transfermarkt.es/juan-bisanz/profil/spieler/866061,7195,14,0.18,6707,12,0.16,433,0,0.0
534615,Juan Pablo Álvarez,DEL,Banfield,https://www.transfermarkt.es/juan-pablo-alvarez/profil/spieler/534615,13853,13,0.08,6346,4,0.06,-,0,0.0
989203,Agustín Alaniz,DEL,Banfield,https://www.transfermarkt.es/agustin-alaniz/profil/spieler/989203,7686,23,0.27,7686,23,0.27,681,1,0.13
690718,Bruno Sepúlveda,DEL,Banfield,https://www.transfermarkt.es/bruno-sepulveda/profil/spieler/690718,11837,45,0.34,7256,24,0.3,248,0,0.0
636440,Marcos Arturia,DEL,Banfield,https://www.transfermarkt.es/marcos-arturia/profil/spieler/636440,8963,14,0.14,6452,11,0.15,204,0,0.0
1126744,Mauricio Roldán,DEL,Banfield,https://www.transfermarkt.es/mauricio-roldan/profil/spieler/1126744,2380,7,0.26,2380,7,0.26,400,1,0.23
1291055,Tomás Nasif,DEL,Banfield,https://www.transfermarkt.es/tomas-nasif/profil/spieler/1291055,1388,11,0.71,1388,11,0.71,355,3,0.76
534625,Tomás Durso,ARQ,Atlético Tucumán,https://www.transfermarkt.es/tomas-durso/profil/spieler/534625,7588,0,0.0,7561,0,0.0,900,0,0.0
503219,Juan González,VOL,Atlético Tucumán,https://www.transfermarkt.es/juan-gonzalez/profil/spieler/503219,5920,0,0.0,2070,0,0.0,-,0,0.0
1068088,Patricio Albornoz,ARQ,Atlético Tucumán,https://www.transfermarkt.es/patricio-albornoz/profil/spieler/1068088,180,0,0.0,180,0,0.0,-,0,0.0
689465,Miguel Brizuela,DEF,Atlético Tucumán,https://www.transfermarkt.es/miguel-brizuela/profil/spieler/689465,7469,5,0.06,4923,3,0.05,570,0,0.0
340507,Gianluca Ferrari,DEF,Atlético Tucumán,https://www.transfermarkt.es/gianluca-ferrari/profil/spieler/340507,14110,8,0.05,5680,4,0.06,540,0,0.0
296445,Matías De los Santos,DEF,Atlético Tucumán,https://www.transfermarkt.es/matias-de-los-santos/profil/spieler/296445,25844,13,0.05,6773,2,0.03,720,0,0.0
1327411,Luciano Vallejo,DEF,Atlético Tucumán,https://www.transfermarkt.es/luciano-vallejo/profil/spieler/1327411,818,0,0.0,818,0,0.0,360,0,0.0
615255,Juan Infante,DEF,Atlético Tucumán,https://www.transfermarkt.es/juan-infante/profil/spieler/615255,15677,2,0.01,7896,1,0.01,810,0,0.0
338170,Matías Orihuela,DEF,Atlético Tucumán,https://www.transfermarkt.es/matias-orihuela/profil/spieler/338170,14023,6,0.04,7186,3,0.04,90,0,0.0
267772,Marcelo Ortiz,DEF,Atlético Tucumán,https://www.transfermarkt.es/marcelo-ortiz/profil/spieler/267772,14956,10,0.06,5747,4,0.06,45,0,0.0
908390,Moisés Brandán,DEF,Atlético Tucumán,https://www.transfermarkt.es/moises-brandan/profil/spieler/908390,2141,0,0.0,2141,0,0.0,282,0,0.0
107282,Damián Martínez,DEF,Atlético Tucumán,https://www.transfermarkt.es/damian-martinez/profil/spieler/107282,27853,14,0.05,8701,5,0.05,555,0,0.0
610273,Rodrigo Melo,VOL,Atlético Tucumán,https://www.transfermarkt.es/rodrigo-melo/profil/spieler/610273,10459,3,0.03,6538,1,0.01,112,0,0.0
744279,Adrián Sánchez,VOL,Atlético Tucumán,https://www.transfermarkt.es/adrian-sanchez/profil/spieler/744279,12072,8,0.06,9013,4,0.04,854,1,0.11
931942,Kevin López,VOL,Atlético Tucumán,https://www.transfermarkt.es/kevin-lopez/profil/spieler/931942,5922,1,0.02,5922,1,0.02,107,0,0.0
422917,Guillermo Acosta,VOL,Atlético Tucumán,https://www.transfermarkt.es/guillermo-acosta/profil/spieler/422917,29284,32,0.1,9809,1,0.01,705,0,0.0
457666,Renzo Tesuri,VOL,Atlético Tucumán,https://www.transfermarkt.es/renzo-tesuri/profil/spieler/457666,15593,23,0.13,7585,10,0.12,183,0,0.0
1098440,Lautaro Godoy,VOL,Atlético Tucumán,https://www.transfermarkt.es/lautaro-godoy/profil/spieler/1098440,1586,4,0.23,1586,4,0.23,60,0,0.0
1015626,Franco Nicola,DEL,Atlético Tucumán,https://www.transfermarkt.es/franco-nicola/profil/spieler/1015626,4166,8,0.17,4166,8,0.17,260,0,0.0
756809,Nicolás Laméndola,VOL,Atlético Tucumán,https://www.transfermarkt.es/nicolas-lamendola/profil/spieler/756809,5489,10,0.16,5223,9,0.16,222,1,0.41
100001,Carlos Auzqui,DEL,Atlético Tucumán,https://www.transfermarkt.es/carlos-auzqui/profil/spieler/100001,22769,43,0.17,1913,5,0.24,217,0,0.0
610228,Mateo Bajamich,DEL,Atlético Tucumán,https://www.transfermarkt.es/mateo-bajamich/profil/spieler/610228,9413,26,0.25,6206,15,0.22,506,0,0.0
87497,Luis Miguel Rodríguez,DEL,Atlético Tucumán,https://www.transfermarkt.es/luis-miguel-rodriguez/profil/spieler/87497,35474,180,0.46,5569,22,0.36,278,0,0.0
685179,Mateo Coronel,DEL,Atlético Tucumán,https://www.transfermarkt.es/mateo-coronel/profil/spieler/685179,8173,30,0.33,6596,24,0.33,529,3,0.51
633048,Ramiro Ruiz Rodríguez,DEL,Atlético Tucumán,https://www.transfermarkt.es/ramiro-ruiz-rodriguez/profil/spieler/633048,7234,11,0.14,5065,7,0.12,522,0,0.0
140214,Leandro Díaz,DEL,Atlético Tucumán,https://www.transfermarkt.es/leandro-diaz/profil/spieler/140214,22504,86,0.34,7932,33,0.37,483,2,0.37
617776,Lisandro Cabrera,DEL,Atlético Tucumán,https://www.transfermarkt.es/lisandro-cabrera/profil/spieler/617776,6170,18,0.26,3387,12,0.32,85,0,0.0
552636,Luis Ingolotti,ARQ,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/luis-ingolotti/profil/spieler/552636,5662,0,0.0,5572,0,0.0,270,0,0.0
660280,Nelson Insfrán,ARQ,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/nelson-insfran/profil/spieler/660280,3629,0,0.0,3240,0,0.0,720,0,0.0
838405,Renzo Giampaoli,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/renzo-giampaoli/profil/spieler/838405,7350,6,0.07,7170,6,0.08,105,0,0.0
457061,Leonardo Morales,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/leonardo-morales/profil/spieler/457061,21119,12,0.05,12153,8,0.06,976,1,0.09
578737,Enzo Martínez,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/enzo-martinez/profil/spieler/578737,10639,3,0.03,4837,1,0.02,-,0,0.0
469776,Gastón Suso,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/gaston-suso/profil/spieler/469776,16962,6,0.03,10448,2,0.02,978,0,0.0
1224924,Juan Cortazzo,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/juan-cortazzo/profil/spieler/1224924,1534,1,0.06,1534,1,0.06,270,0,0.0
1005800,Juan Villalba,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/juan-villalba/profil/spieler/1005800,1047,0,0.0,1047,0,0.0,12,0,0.0
438927,Pedro Silva Torrejón,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/pedro-silva-torrejon/profil/spieler/438927,16669,7,0.04,9057,6,0.06,2260,0,0.0
564216,Matías Melluso,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/matias-melluso/profil/spieler/564216,11646,0,0.0,4715,0,0.0,320,0,0.0
410456,Juan Pintado,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/juan-pintado/profil/spieler/410456,19659,5,0.02,8241,1,0.01,835,0,0.0
1283981,Fabricio Corbalán,DEF,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/fabricio-corbalan/profil/spieler/1283981,1395,0,0.0,1395,0,0.0,143,0,0.0
265152,Júnior Moreno,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/junior-moreno/profil/spieler/265152,21555,10,0.04,6627,6,0.08,116,0,0.0
1305326,Facundo Di Biasi,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/facundo-di-biasi/profil/spieler/1305326,997,0,0.0,997,0,0.0,401,0,0.0
744282,Nicolás Garayalde,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/nicolas-garayalde/profil/spieler/744282,6244,1,0.01,5873,1,0.02,197,0,0.0
670341,Martín Fernández,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/martin-fernandez/profil/spieler/670341,8416,2,0.02,5690,1,0.02,508,0,0.0
149770,Augusto Max,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/augusto-max/profil/spieler/149770,14565,6,0.04,5011,3,0.05,53,0,0.0
75446,Pablo de Blasis,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/pablo-de-blasis/profil/spieler/75446,33922,60,0.16,7576,7,0.08,518,1,0.17
105892,Lucas Castro,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/lucas-castro/profil/spieler/105892,30623,49,0.14,6113,3,0.04,895,0,0.0
865201,Leandro Mamut,VOL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/leandro-mamut/profil/spieler/865201,1490,3,0.18,1489,3,0.18,169,0,0.0
853948,Alejandro Piedrahita,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/alejandro-piedrahita/profil/spieler/853948,6176,10,0.15,4648,8,0.15,222,0,0.0
431737,Bautista Merlini,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/bautista-merlini/profil/spieler/431737,12403,18,0.13,4158,9,0.19,243,0,0.0
1103941,Alan Sosa,ARQ,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/alan-sosa/profil/spieler/1103941,4085,4,0.09,4085,4,0.09,633,0,0.0
909789,Franco Torres,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/franco-torres/profil/spieler/909789,2953,7,0.21,2752,7,0.23,-,0,0.0
457218,Norberto Briasco,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/norberto-briasco/profil/spieler/457218,9061,14,0.14,1850,4,0.19,193,0,0.0
836252,Manuel Panaro,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/manuel-panaro/profil/spieler/836252,3103,7,0.2,2935,7,0.21,532,0,0.0
984416,Rodrigo Castillo,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/rodrigo-castillo/profil/spieler/984416,6691,24,0.32,6691,24,0.32,954,5,0.47
748065,Ivo Mammini,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/ivo-mammini/profil/spieler/748065,1722,5,0.26,1689,5,0.27,57,0,0.0
459115,Jan Hurtado,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/jan-hurtado/profil/spieler/459115,6832,23,0.3,2014,5,0.22,43,0,0.0
1292332,Santino Primante,DEL,Gimnasia y Esgrima La Plata,https://www.transfermarkt.es/santino-primante/profil/spieler/1292332,1505,3,0.18,1505,3,0.18,49,0,0.0
344421,Marcos Ledesma,ARQ,Barracas Central,https://www.transfermarkt.es/marcos-ledesma/profil/spieler/344421,11160,0,0.0,7020,0,0.0,900,0,0.0
508135,Marcelo Miño,ARQ,Barracas Central,https://www.transfermarkt.es/marcelo-mino/profil/spieler/508135,9675,0,0.0,5715,0,0.0,-,0,0.0
992818,Nicolás Capraro,VOL,Barracas Central,https://www.transfermarkt.es/nicolas-capraro/profil/spieler/992818,12194,7,0.05,9232,5,0.05,132,0,0.0
537257,Nicolás Demartini,DEF,Barracas Central,https://www.transfermarkt.es/nicolas-demartini/profil/spieler/537257,13692,6,0.04,6331,3,0.04,801,0,0.0
227781,Yonatthan Rak,DEF,Barracas Central,https://www.transfermarkt.es/yonatthan-rak/profil/spieler/227781,16799,10,0.05,4322,2,0.04,270,0,0.0
1020837,Kevin Jappert,DEF,Barracas Central,https://www.transfermarkt.es/kevin-jappert/profil/spieler/1020837,4032,5,0.11,4032,5,0.11,810,1,0.11
69802,Fernando Tobio,DEF,Barracas Central,https://www.transfermarkt.es/fernando-tobio/profil/spieler/69802,33633,14,0.04,9077,5,0.05,720,1,0.12
721235,Rodrigo Insúa,DEF,Barracas Central,https://www.transfermarkt.es/rodrigo-insua/profil/spieler/721235,12460,10,0.07,9884,8,0.07,900,2,0.2
334057,Rafael Barrios,DEF,Barracas Central,https://www.transfermarkt.es/rafael-barrios/profil/spieler/334057,11397,2,0.02,7392,2,0.02,326,0,0.0
836253,Siro Rosané,VOL,Barracas Central,https://www.transfermarkt.es/siro-rosane/profil/spieler/836253,6189,2,0.03,4710,1,0.02,493,0,0.0
118375,Dardo Miloc,VOL,Barracas Central,https://www.transfermarkt.es/dardo-miloc/profil/spieler/118375,18258,1,0.0,7140,1,0.01,764,0,0.0
888453,Maximiliano Puig,VOL,Barracas Central,https://www.transfermarkt.es/maximiliano-puig/profil/spieler/888453,1090,1,0.08,1089,1,0.08,21,0,0.0
1306829,Iván Guaraz,DEL,Barracas Central,https://www.transfermarkt.es/ivan-guaraz/profil/spieler/1306829,1634,2,0.11,1634,2,0.11,-,0,0.0
538774,Facundo Mater,VOL,Barracas Central,https://www.transfermarkt.es/facundo-mater/profil/spieler/538774,13938,6,0.04,9291,5,0.05,561,0,0.0
697405,Iván Tapia,VOL,Barracas Central,https://www.transfermarkt.es/ivan-tapia/profil/spieler/697405,14106,20,0.13,9290,13,0.13,547,0,0.0
1160106,Javier Ruiz,VOL,Barracas Central,https://www.transfermarkt.es/javier-ruiz/profil/spieler/1160106,2359,6,0.23,2359,6,0.23,384,1,0.23
891804,Manuel Duarte,DEL,Barracas Central,https://www.transfermarkt.es/manuel-duarte/profil/spieler/891804,3560,5,0.13,3554,5,0.13,255,1,0.35
850434,Ignacio Tapia,VOL,Barracas Central,https://www.transfermarkt.es/ignacio-tapia/profil/spieler/850434,1625,5,0.28,1520,5,0.3,6,0,0.0
856593,Tomás Porra,VOL,Barracas Central,https://www.transfermarkt.es/tomas-porra/profil/spieler/856593,1317,1,0.07,1317,1,0.07,119,0,0.0
503377,Nahuel Barrios,VOL,Barracas Central,https://www.transfermarkt.es/nahuel-barrios/profil/spieler/503377,11060,10,0.08,7502,5,0.06,495,0,0.0
1064936,Gonzalo Morales,DEF,Barracas Central,https://www.transfermarkt.es/gonzalo-morales/profil/spieler/1064936,2785,12,0.39,2785,12,0.39,409,1,0.22
538880,Facundo Bruera,DEL,Barracas Central,https://www.transfermarkt.es/facundo-bruera/profil/spieler/538880,9989,58,0.52,6388,39,0.55,343,3,0.79
259917,Jhonatan Candia,DEL,Barracas Central,https://www.transfermarkt.es/jhonatan-candia/profil/spieler/259917,12472,38,0.27,4886,11,0.2,644,4,0.56
755666,Facundo Krüger,DEL,Barracas Central,https://www.transfermarkt.es/facundo-kruger/profil/spieler/755666,2071,6,0.26,2008,6,0.27,-,0,0.0
153022,Nicolás Blandi,DEL,Barracas Central,https://www.transfermarkt.es/nicolas-blandi/profil/spieler/153022,18319,97,0.48,1077,4,0.33,-,0,0.0
1343235,Valentino Gandín,DEL,Barracas Central,https://www.transfermarkt.es/valentino-gandin/profil/spieler/1343235,22,0,0.0,22,0,0.0,-,0,0.0
1237913,Thiago Perugini,DEL,Barracas Central,https://www.transfermarkt.es/thiago-perugini/profil/spieler/1237913,779,5,0.58,779,5,0.58,-,0,0.0
269784,Alan Aguerre,ARQ,Central Córdoba (SdE),https://www.transfermarkt.es/alan-aguerre/profil/spieler/269784,18792,0,0.0,4140,0,0.0,990,0,0.0
830307,Juan Pablo Zozaya,ARQ,Central Córdoba (SdE),https://www.transfermarkt.es/juan-pablo-zozaya/profil/spieler/830307,1170,0,0.0,1170,0,0.0,-,0,0.0
907284,Lautaro Bursich,ARQ,Central Córdoba (SdE),https://www.transfermarkt.es/lautaro-bursich/profil/spieler/907284,450,0,0.0,450,0,0.0,-,0,0.0
689230,Lucas Abascia,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/lucas-abascia/profil/spieler/689230,9615,3,0.03,7028,2,0.03,195,0,0.0
833783,Facundo Mansilla,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/facundo-mansilla/profil/spieler/833783,5740,2,0.03,4297,1,0.02,90,0,0.0
216730,Jonatan Galván,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/jonatan-galvan/profil/spieler/216730,21667,8,0.03,7913,4,0.05,855,0,0.0
1261395,Lautaro Rivero,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/lautaro-rivero/profil/spieler/1261395,2850,4,0.13,2850,4,0.13,900,2,0.2
1130336,Yuri Casermeiro,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/yuri-casermeiro/profil/spieler/1130336,1423,2,0.13,1423,2,0.13,90,0,0.0
401521,Braian Cufré,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/braian-cufre/profil/spieler/401521,14821,6,0.04,3305,2,0.05,699,0,0.0
1203750,Gonzalo Trindade,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/gonzalo-trindade/profil/spieler/1203750,2121,0,0.0,2121,0,0.0,121,0,0.0
432558,Lautaro Montoya,DEF,Central Córdoba,https://www.transfermarkt.es/lautaro-montoya/profil/spieler/432558,7771,3,0.03,2674,0,0.0,-,0,0.0
642521,Leonardo Marchi,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/leonardo-marchi/profil/spieler/642521,1871,1,0.05,1730,1,0.05,156,0,0.0
568551,Santiago Moyano,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/santiago-moyano/profil/spieler/568551,10763,5,0.04,8646,5,0.05,665,0,0.0
880025,Fernando Martínez,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/fernando-martinez/profil/spieler/880025,1820,4,0.2,1734,4,0.21,10,0,0.0
77720,Iván Pillud,DEF,Central Córdoba (SdE),https://www.transfermarkt.es/ivan-pillud/profil/spieler/77720,28529,8,0.03,2794,1,0.03,360,0,0.0
459318,Iván Gómez,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/ivan-gomez/profil/spieler/459318,16556,11,0.06,8138,6,0.07,803,1,0.11
710779,Dylan Glaby,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/dylan-glaby/profil/spieler/710779,12633,10,0.07,8573,4,0.04,383,0,0.0
443689,Cristian Vega,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/cristian-vega/profil/spieler/443689,11642,8,0.06,2370,1,0.04,30,0,0.0
741965,José Florentín,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/jose-florentin/profil/spieler/741965,11968,33,0.25,6296,12,0.17,961,3,0.28
188157,Sebastián Cristóforo,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/sebastian-cristoforo/profil/spieler/188157,17591,3,0.02,3905,1,0.02,201,0,0.0
538367,Leonardo Heredia,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/leonardo-heredia/profil/spieler/538367,10085,35,0.31,4753,18,0.34,803,4,0.45
1307572,Manuel Palavecino,VOL,Central Córdoba (SdE),https://www.transfermarkt.es/manuel-palavecino/profil/spieler/1307572,1223,1,0.07,1223,1,0.07,238,0,0.0
885301,Luis Angulo,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/luis-angulo/profil/spieler/885301,4812,9,0.17,4373,8,0.16,719,1,0.13
733083,Nicolás Quagliata,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/nicolas-quagliata/profil/spieler/733083,5707,8,0.13,2417,1,0.04,139,0,0.0
983867,David Zalazar,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/david-zalazar/profil/spieler/983867,2469,4,0.15,2469,4,0.15,19,0,0.0
988412,Franco Alfonso,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/franco-alfonso/profil/spieler/988412,1656,2,0.11,1634,2,0.11,140,0,0.0
1103406,Diego Barrera,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/diego-barrera/profil/spieler/1103406,3196,3,0.08,3196,3,0.08,1458,2,0.12
1070369,Matías Perelló,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/matias-perello/profil/spieler/1070369,1808,3,0.15,1808,3,0.15,395,1,0.23
564001,Gastón Verón,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/gaston-veron/profil/spieler/564001,7709,17,0.2,6384,14,0.2,522,2,0.34
718206,Lucas Varaldo,DEL,Central Córdoba,https://www.transfermarkt.es/lucas-varaldo/profil/spieler/718206,3230,6,0.17,3211,6,0.17,-,0,0.0
960200,Nazareno Fúnez,DEL,Newell's Old Boys,https://www.transfermarkt.es/nazareno-funez/profil/spieler/960200,4094,20,0.44,3956,20,0.46,232,0,0.0
748210,Favio Cabral,DEL,Central Córdoba (SdE),https://www.transfermarkt.es/favio-cabral/profil/spieler/748210,6197,27,0.39,6041,27,0.4,273,1,0.33
296799,Lucas Acosta,ARQ,Sarmiento (Junín),https://www.transfermarkt.es/lucas-acosta/profil/spieler/296799,13002,0,0.0,7003,0,0.0,900,0,0.0
1157864,Thyago Ayala,ARQ,Sarmiento (Junín),https://www.transfermarkt.es/thyago-ayala/profil/spieler/1157864,1530,0,0.0,1530,0,0.0,-,0,0.0
737892,Renzo Orihuela,DEF,Sarmiento (Junín),https://www.transfermarkt.es/renzo-orihuela/profil/spieler/737892,10422,8,0.07,7351,5,0.06,810,0,0.0
65072,Juan Manuel Insaurralde,DEF,Sarmiento (Junín),https://www.transfermarkt.es/juan-manuel-insaurralde/profil/spieler/65072,46940,32,0.06,11347,2,0.02,720,0,0.0
61546,Facundo Roncaglia,DEF,Sarmiento (Junín),https://www.transfermarkt.es/facundo-roncaglia/profil/spieler/61546,37247,18,0.04,3766,1,0.02,450,0,0.0
872785,Santiago Morales,DEF,Sarmiento (Junín),https://www.transfermarkt.es/santiago-morales/profil/spieler/872785,1725,0,0.0,1725,0,0.0,495,0,0.0
1263525,Agustín Seyral,DEF,Sarmiento (Junín),https://www.transfermarkt.es/agustin-seyral/profil/spieler/1263525,2338,2,0.08,2338,2,0.08,101,0,0.0
906940,Gabriel Díaz,DEF,Sarmiento (Junín),https://www.transfermarkt.es/gabriel-diaz/profil/spieler/906940,5505,3,0.05,5505,3,0.05,581,0,0.0
648520,Alex Vigo,DEF,Sarmiento (Junín),https://www.transfermarkt.es/alex-vigo/profil/spieler/648520,11198,4,0.03,6316,4,0.06,578,0,0.0
1227611,Jeremías Vallejos,DEF,Sarmiento (Junín),https://www.transfermarkt.es/jeremias-vallejos/profil/spieler/1227611,1719,0,0.0,1719,0,0.0,87,0,0.0
869941,Manuel García,VOL,Sarmiento (Junín),https://www.transfermarkt.es/manuel-garcia/profil/spieler/869941,5258,2,0.03,5156,2,0.03,514,0,0.0
652968,Carlos Villalba,VOL,Sarmiento (Junín),https://www.transfermarkt.es/carlos-villalba/profil/spieler/652968,8817,2,0.02,5804,1,0.02,432,0,0.0
457212,Juan Andrada,VOL,Sarmiento (Junín),https://www.transfermarkt.es/juan-andrada/profil/spieler/457212,10185,0,0.0,3453,0,0.0,81,0,0.0
