EQUIPO,NOMBRE_JUGADOR,POS,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS 2025,GOLES 2025,GOLES/90 2025
Aldosivi,Williams Barlasina,ARQ,https://www.sofascore.com/es/jugador/williams-barlasina/1086950,2790,-,-,360,-,-
Aldosivi,Jorge Carranza,ARQ,https://www.sofascore.com/es/jugador/jorge-carranza/340431,9741,-,-,540,-,-
Aldosivi,Santiago Laquidain,DEF,https://www.sofascore.com/es/jugador/santiago-laquidain/1102827,3640,2,0.05,90,0,0.0
Aldosivi,Yonatan Cabral,DEF,https://www.sofascore.com/es/jugador/yonatan-cabral/385318,19209,9,0.04,258,0,0.0
Aldosivi,Cerato Giuliano,DEF,https://www.sofascore.com/es/jugador/cerato-giuliano/1183795,3803,0,0.0,402,0,0.0
Aldosivi,Gonzalo Mottes,DEF,https://www.sofascore.com/es/jugador/gonzalo-mottes/1018416,4107,4,0.09,810,1,0.11
Aldosivi,Nestor Breitenbruch,DEF,https://www.sofascore.com/es/jugador/nestor-breitenbruch/579356,12730,2,0.01,810,0,0.0
Aldosivi,Kummer Tomas,DEF,https://www.sofascore.com/es/jugador/kummer-tomas/1403409,0,0,0,0,0,-
Aldosivi,Rodrigo Gonzalez,DEF,https://www.sofascore.com/es/jugador/rodrigo-gonzalez/978882,6194,0,0.0,794,0,0.0
Aldosivi,Paredes Gabriel,DEF,https://www.sofascore.com/es/jugador/paredes-gabriel/1382891,90,0,0.0,0,0,-
Aldosivi,Ignacio Guerrico,VOL,https://www.sofascore.com/es/jugador/ignacio-guerrico/1100246,3552,0,0.0,900,0,0.0
Aldosivi,Serrago Tiago,VOL,https://www.sofascore.com/es/jugador/serrago-tiago/1655111,60,1,1.5,59,1,1.53
Aldosivi,Matias Garcia,VOL,https://www.sofascore.com/es/jugador/matias-garcia/340863,12073,17,0.13,58,0,0.0
Aldosivi,Lautaro Chavez,VOL,https://www.sofascore.com/es/jugador/lautaro-chavez/926232,1843,1,0.05,236,0,0.0
Aldosivi,Marcelo Esponda,VOL,https://www.sofascore.com/es/jugador/marcelo-esponda/1117077,3335,1,0.03,756,0,0.0
Aldosivi,Roberto Bochi,VOL,https://www.sofascore.com/es/jugador/roberto-bochi/897138,3823,1,0.02,432,0,0.0
Aldosivi,Falasco Lucio,VOL,https://www.sofascore.com/es/jugador/falasco-lucio/1184849,0,0,0,0,0,-
Aldosivi,Ayrton Preciado,DEL,https://www.sofascore.com/es/jugador/ayrton-preciado/343119,4579,11,0.22,337,0,0.0
Aldosivi,Justo Giani,DEL,https://www.sofascore.com/es/jugador/justo-giani/932866,4831,5,0.09,576,1,0.16
Aldosivi,Blas Agustin Palavecino,DEL,https://www.sofascore.com/es/jugador/blas-agustin-palavecino/1151708,3235,4,0.11,358,0,0.0
Aldosivi,Nathanael Guzman,DEL,https://www.sofascore.com/es/jugador/nathanael-guzman/1048283,3284,2,0.05,292,0,0.0
Aldosivi,Alexis Dominguez,DEL,https://www.sofascore.com/es/jugador/alexis-dominguez/879625,4190,8,0.17,191,0,0.0
Aldosivi,Franco Rami,DEL,https://www.sofascore.com/es/jugador/franco-rami/1518443,399,2,0.45,350,2,0.51
Aldosivi,Elias Torres,DEL,https://www.sofascore.com/es/jugador/elias-torres/1213809,3176,12,0.34,780,2,0.23
Argentinos Juniors,Diego Rodriguez,ARQ,https://www.sofascore.com/es/jugador/diego-rodriguez/38266,16470,-,-,900,-,-
Argentinos Juniors,Erik Godoy,DEF,https://www.sofascore.com/es/jugador/erik-godoy/249427,14448,5,0.03,746,1,0.12
Argentinos Juniors,Tobias Ramirez,DEF,https://www.sofascore.com/es/jugador/tobias-palacio/1482389,2664,0,0.0,114,0,0.0
Argentinos Juniors,Roman Vega,DEF,https://www.sofascore.com/es/jugador/roman-vega/1109356,3828,0,0.0,247,0,0.0
Argentinos Juniors,Lozano Leandro,DEF,https://www.sofascore.com/es/jugador/lozano-leandro/981018,12499,5,0.04,858,0,0.0
Argentinos Juniors,Luciano Sanchez,DEF,https://www.sofascore.com/es/jugador/luciano-sanchez/933158,3088,1,0.03,0,0,-
Argentinos Juniors,Mateo Antoni,DEF,https://www.sofascore.com/es/jugador/mateo-antoni/1116589,1931,1,0.05,1931,1,0.05
Argentinos Juniors,Francisco Alvarez,DEF,https://www.sofascore.com/es/jugador/francisco-alvarez/871788,8907,8,0.08,895,0,0.0
Argentinos Juniors,Coronel Kevin,DEF,https://www.sofascore.com/es/jugador/coronel-kevin/1485234,1338,0,0.0,29,0,0.0
Argentinos Juniors,Sebastian Prieto,DEF,https://www.sofascore.com/es/jugador/sebastian-prieto/946305,9470,2,0.02,807,1,0.11
Argentinos Juniors,Alan Lescano,VOL,https://www.sofascore.com/es/jugador/alan-lescano/1186068,6293,17,0.24,847,1,0.11
Argentinos Juniors,Cristian Ferreira,VOL,https://www.sofascore.com/es/jugador/cristian-ferreira/909608,7539,15,0.18,20,0,0.0
Argentinos Juniors,Alan Rodriguez,VOL,https://www.sofascore.com/es/jugador/alan-rodriguez/874576,10585,14,0.12,735,2,0.24
Argentinos Juniors,Nicolas Oroz,VOL,https://www.sofascore.com/es/jugador/nicolas-oroz/558790,11156,17,0.14,751,1,0.12
Argentinos Juniors,Ariel Gamarra,VOL,https://www.sofascore.com/es/jugador/ariel-gamarra/1412474,1548,0,0.0,29,0,0.0
Argentinos Juniors,Juan Cardozo,VOL,https://www.sofascore.com/es/jugador/juan-cardozo/1179172,485,0,0.0,11,0,0.0
Argentinos Juniors,Federico Fattori,VOL,https://www.sofascore.com/es/jugador/federico-fattori/789640,10076,0,0.0,844,0,0.0
Argentinos Juniors,Jose Maria Herrera,VOL,https://www.sofascore.com/es/jugador/jose-herrera/1179171,3651,6,0.15,722,1,0.12
Argentinos Juniors,Ismael Sosa,DEL,https://www.sofascore.com/es/jugador/ismael-sosa/37928,18592,55,0.27,184,0,0.0
Argentinos Juniors,Ruben Bentancourt,DEL,https://www.sofascore.com/es/jugador/ruben-bentancourt/587694,9285,44,0.43,60,0,0.0
Argentinos Juniors,Santiago Rodriguez,DEL,https://www.sofascore.com/es/jugador/santiago-rodriguez/897000,3764,11,0.26,138,0,0.0
Argentinos Juniors,Joaquin Ardaiz,DEL,https://www.sofascore.com/es/jugador/joaquin-ardaiz/877592,3646,9,0.22,0,0,-
Argentinos Juniors,Brondo Manuel,DEL,https://www.sofascore.com/es/jugador/brondo-manuel/1464531,64,0,0.0,0,0,-
Argentinos Juniors,Tomas Molina,DEL,https://www.sofascore.com/es/jugador/tomas-molina/833194,4031,13,0.29,705,3,0.38
Argentinos Juniors,Maximiliano Romero,DEL,https://www.sofascore.com/es/jugador/maximiliano-romero/792585,9602,39,0.37,0,0,-
Atlético Tucumán,Tomas Durso,ARQ,https://www.sofascore.com/es/jugador/tomas-durso/895734,7586,-,-,900,-,-
Atlético Tucumán,Juan Ignacio Gonzalez,ARQ,https://www.sofascore.com/es/jugador/juan-ignacio-gonzalez/846754,3309,-,-,0,-,-
Atlético Tucumán,Patricio Albornoz,ARQ,https://www.sofascore.com/es/jugador/patricio-albornoz/1415736,0,-,-,0,-,-
Atlético Tucumán,Matias De Los Santos,DEF,https://www.sofascore.com/es/jugador/matias-de-los-santos/246121,18307,10,0.05,720,0,0.0
Atlético Tucumán,Damian Martinez,DEF,https://www.sofascore.com/es/jugador/damian-martinez/38106,17063,11,0.06,555,0,0.0
Atlético Tucumán,Miguel Brizuela,DEF,https://www.sofascore.com/es/jugador/miguel-brizuela/990283,7299,3,0.04,570,0,0.0
Atlético Tucumán,Marcelo Ortiz,DEF,https://www.sofascore.com/es/jugador/marcelo-ortiz/895340,12137,10,0.07,45,0,0.0
Atlético Tucumán,Juan Infante,DEF,https://www.sofascore.com/es/jugador/juan-infante/941542,10217,1,0.01,810,0,0.0
Atlético Tucumán,Matias Orihuela,DEF,https://www.sofascore.com/es/jugador/matias-orihuela/584422,10887,3,0.02,90,0,0.0
Atlético Tucumán,Luciano Vallejo,DEF,https://www.sofascore.com/es/jugador/luciano-vallejo/2038763,0,0,0,0,0,-
Atlético Tucumán,Gianluca Ferrari,DEF,https://www.sofascore.com/es/jugador/gianluca-ferrari/945103,9708,5,0.05,540,0,0.0
Atlético Tucumán,Lopez Kevin,VOL,https://www.sofascore.com/es/jugador/lopez-kevin/1163996,3274,0,0.0,107,0,0.0
Atlético Tucumán,Adrian Sanchez,VOL,https://www.sofascore.com/es/jugador/adrian-sanchez/1009957,11125,8,0.06,854,1,0.11
Atlético Tucumán,Renzo Tesuri,VOL,https://www.sofascore.com/es/jugador/renzo-tesuri/897044,9235,14,0.14,183,0,0.0
Atlético Tucumán,Nicolas Castro,VOL,https://www.sofascore.com/es/jugador/nicolas-castro/896985,11366,10,0.08,175,1,0.51
Atlético Tucumán,Nicolas Lamendola,VOL,https://www.sofascore.com/es/jugador/nicolas-lamendola/939935,4847,8,0.15,225,1,0.4
Atlético Tucumán,Rodrigo Melo,VOL,https://www.sofascore.com/es/jugador/rodrigo-melo/971199,4053,0,0.0,124,0,0.0
Atlético Tucumán,Guillermo Acosta,VOL,https://www.sofascore.com/es/jugador/guillermo-acosta/830747,20877,15,0.06,704,0,0.0
Atlético Tucumán,Franco Nicola,DEL,https://www.sofascore.com/es/jugador/franco-nicola/1177668,4082,7,0.15,260,0,0.0
Atlético Tucumán,Mateo Bajamich,DEL,https://www.sofascore.com/es/jugador/mateo-bajamich/994451,5858,11,0.17,506,0,0.0
Atlético Tucumán,Mateo Coronel,DEL,https://www.sofascore.com/es/jugador/mateo-coronel/898982,7766,30,0.35,529,3,0.51
Atlético Tucumán,Carlos Auzqui,DEL,https://www.sofascore.com/es/jugador/carlos-auzqui/128388,10721,24,0.2,217,0,0.0
Atlético Tucumán,Ramiro Ruiz Rodriguez,DEL,https://www.sofascore.com/es/jugador/ramiro-ruiz-rodriguez/935094,7089,10,0.13,521,0,0.0
Atlético Tucumán,Lisandro Cabrera,DEL,https://www.sofascore.com/es/jugador/lisandro-cabrera/1113642,3938,14,0.32,86,0,0.0
Atlético Tucumán,Leandro Diaz,DEL,https://www.sofascore.com/es/jugador/leandro-diaz/107397,16418,68,0.37,483,2,0.37
Atlético Tucumán,Luis Miguel Rodriguez,DEL,https://www.sofascore.com/es/jugador/luis-miguel-rodriguez/93199,16835,81,0.43,278,0,0.0
Banfield,Facundo Sanguinetti,ARQ,https://www.sofascore.com/es/jugador/facundo-sanguinetti/1086977,3391,-,-,900,-,-
Banfield,Diego Romero,ARQ,https://www.sofascore.com/es/jugador/diego-romero/989232,2700,-,-,0,-,-
Banfield,De Ritis Mathias,DEF,https://www.sofascore.com/es/jugador/de-ritis-mathias/1199467,2192,1,0.04,882,0,0.0
Banfield,Luis Abraham,DEF,https://www.sofascore.com/es/jugador/luis-abraham/1183794,3900,4,0.09,10,0,0.0
Banfield,Riveros Paul,DEF,https://www.sofascore.com/es/jugador/riveros-paul/1462640,3296,5,0.14,208,0,0.0
Banfield,Ramiro Di Luciano,DEF,https://www.sofascore.com/es/jugador/ramiro-di-luciano/1111527,1892,0,0.0,657,0,0.0
Banfield,Pombo Joaquin,DEF,https://www.sofascore.com/es/jugador/pombo-joaquin/1096251,4793,1,0.02,692,0,0.0
Banfield,Alexis Maldonado,DEF,https://www.sofascore.com/es/jugador/alexis-maldonado/888848,8533,2,0.02,852,0,0.0
Banfield,Ezequiel Bonifacio,DEF,https://www.sofascore.com/es/jugador/ezequiel-bonifacio/583978,7734,5,0.06,0,0,-
Banfield,Juan Iribarren,DEF,https://www.sofascore.com/es/jugador/juan-iribarren/1199312,496,0,0.0,170,0,0.0
Banfield,Santiago Esquivel,VOL,https://www.sofascore.com/es/jugador/santiago-esquivel/1958558,383,0,0.0,95,0,0.0
Banfield,Lucas Palavecino,VOL,https://www.sofascore.com/es/jugador/lucas-palavecino/1425279,75,0,0.0,0,0,-
Banfield,Santiago Lopez Garcia,VOL,https://www.sofascore.com/es/jugador/santiago-lopez-garcia/974657,6501,5,0.07,265,0,0.0
Banfield,Martin Rio,VOL,https://www.sofascore.com/es/jugador/martin-rio/1083012,4562,5,0.1,898,0,0.0
Banfield,Lautaro Rios,VOL,https://www.sofascore.com/es/jugador/lautaro-rios/1087089,3656,1,0.02,710,0,0.0
Banfield,Gabriel Vega,VOL,https://www.sofascore.com/es/jugador/gabriel-vega/1131028,1504,0,0.0,19,0,0.0
Banfield,Leonel Miranda,VOL,https://www.sofascore.com/es/jugador/leonel-miranda/310660,18718,18,0.09,114,0,0.0
Banfield,Adoryan Tomas,VOL,https://www.sofascore.com/es/jugador/adoryan-tomas/1199319,2844,4,0.13,310,1,0.29
Banfield,Matias Gonzalez,VOL,https://www.sofascore.com/es/jugador/matias-gonzalez/1087041,2599,1,0.03,0,0,-
Banfield,Damian Diaz,VOL,https://www.sofascore.com/es/jugador/damian-diaz/42454,6169,21,0.31,0,0,-
Banfield,Agustin Obando,VOL,https://www.sofascore.com/es/jugador/agustin-obando/922441,3131,4,0.11,62,0,0.0
Banfield,Juan Alvarez,DEL,https://www.sofascore.com/es/jugador/juan-alvarez/881912,13354,12,0.08,0,0,-
Banfield,Gonzalo Rios,DEL,https://www.sofascore.com/es/jugador/gonzalo-rios/1160545,5021,15,0.27,570,0,0.0
Banfield,Bizans Juan,DEL,https://www.sofascore.com/es/jugador/bizans-juan/1104322,4727,8,0.15,437,0,0.0
Banfield,Rivera Geronimo,DEL,https://www.sofascore.com/es/jugador/rivera-geronimo/1498863,2621,7,0.24,462,1,0.19
Banfield,Tomas Nasif,DEL,https://www.sofascore.com/es/jugador/tomas-nasif/1835787,354,3,0.76,0,0,-
Banfield,Bruno Sepulveda,DEL,https://www.sofascore.com/es/jugador/bruno-sepulveda/981451,9053,30,0.3,248,0,0.0
Banfield,Alaniz Agustin,DEL,https://www.sofascore.com/es/jugador/alaniz-agustin/1468045,5592,16,0.26,684,1,0.13
Banfield,Mauricio Roldan,DEL,https://www.sofascore.com/es/jugador/mauricio-roldan/1199315,495,0,0.0,40,0,0.0
Banfield,Marcos Arturia,DEL,https://www.sofascore.com/es/jugador/marcos-arturia/871813,4777,9,0.17,209,0,0.0
Barracas Central,Marcos Ledesma,ARQ,https://www.sofascore.com/es/jugador/marcos-ledesma/757762,7569,-,-,900,-,-
Barracas Central,Marcelo Agustin Mino,ARQ,https://www.sofascore.com/es/jugador/marcelo-agustin-mino/875438,3017,-,-,0,-,-
Barracas Central,Kevin Jappert,DEF,https://www.sofascore.com/es/jugador/kevin-jappert/1218007,3931,5,0.11,810,1,0.11
Barracas Central,Yonatthan Rak,DEF,https://www.sofascore.com/es/jugador/yonatthan-rak/841881,6988,2,0.03,270,0,0.0
Barracas Central,Rodrigo Insua,DEF,https://www.sofascore.com/es/jugador/rodrigo-insua/1020511,7196,5,0.06,900,2,0.2
Barracas Central,Nicolas Demartini,DEF,https://www.sofascore.com/es/jugador/nicolas-demartini/895365,8883,5,0.05,801,0,0.0
Barracas Central,Fernando Tobio,DEF,https://www.sofascore.com/es/jugador/fernando-tobio/80918,15025,7,0.04,720,1,0.12
Barracas Central,Rafael Barrios,DEF,https://www.sofascore.com/es/jugador/rafael-barrios/584038,5583,1,0.02,332,0,0.0
Barracas Central,Facundo Mater,VOL,https://www.sofascore.com/es/jugador/facundo-mater/896753,9145,5,0.05,561,0,0.0
Barracas Central,Ivan Tapia,VOL,https://www.sofascore.com/es/jugador/ivan-tapia/992084,9162,13,0.13,547,0,0.0
Barracas Central,Siro Rosane,VOL,https://www.sofascore.com/es/jugador/siro-rosane/1086976,6153,2,0.03,493,0,0.0
Barracas Central,Tomas Porra,VOL,https://www.sofascore.com/es/jugador/tomas-porra/1106548,205,0,0.0,126,0,0.0
Barracas Central,Ignacio Tapia,VOL,https://www.sofascore.com/es/jugador/ignacio-tapia/1118269,71,0,0.0,12,0,0.0
Barracas Central,Maximiliano Puig,VOL,https://www.sofascore.com/es/jugador/maximiliano-puig/1118095,1011,1,0.09,21,0,0.0
Barracas Central,Nahuel Barrios,VOL,https://www.sofascore.com/es/jugador/nahuel-barrios/875236,10563,9,0.08,494,0,0.0
Barracas Central,Dardo Miloc,VOL,https://www.sofascore.com/es/jugador/dardo-miloc/122713,11754,1,0.01,763,0,0.0
Barracas Central,Ruiz Javier,VOL,https://www.sofascore.com/es/jugador/ruiz-javier/1512540,1517,3,0.18,384,1,0.23
Barracas Central,Manuel Duarte,DEL,https://www.sofascore.com/es/jugador/manuel-duarte/1117075,3350,5,0.13,261,1,0.34
Barracas Central,Ivan Guaraz,DEL,https://www.sofascore.com/es/jugador/ivan-guaraz/2016275,0,0,0,0,0,-
Barracas Central,Facundo Nicolas Kruger,DEL,https://www.sofascore.com/es/jugador/facundo-nicolas-kruger/1597466,2001,6,0.27,0,0,-
Barracas Central,Thiago Perugini,DEL,https://www.sofascore.com/es/jugador/thiago-perugini/1801827,23,0,0.0,0,0,-
Barracas Central,Nicolas Blandi,DEL,https://www.sofascore.com/es/jugador/nicolas-blandi/128211,8139,37,0.41,0,0,-
Barracas Central,Facundo Bruera,DEL,https://www.sofascore.com/es/jugador/facundo-bruera/933164,1836,13,0.64,356,3,0.76
Barracas Central,Gonzalo Javier Morales,DEL,https://www.sofascore.com/es/jugador/gonzalo-javier-morales/1410399,2714,11,0.36,410,1,0.22
Barracas Central,Jhonatan Candia,DEL,https://www.sofascore.com/es/jugador/jhonatan-candia/877628,8276,23,0.25,644,4,0.56
Belgrano,Juan Espinola,ARQ,https://www.sofascore.com/es/jugador/juan-espinola/805426,7918,-,-,900,-,-
Belgrano,Ignacio Chicco,ARQ,https://www.sofascore.com/es/jugador/ignacio-chicco/875398,7747,-,-,0,-,-
Belgrano,Manuel Vicentini,ARQ,https://www.sofascore.com/es/jugador/manuel-vicentini/256935,7155,-,-,0,-,-
Belgrano,Elias Lopez,DEF,https://www.sofascore.com/es/jugador/elias-lopez/988953,6491,3,0.04,159,0,0.0
Belgrano,Anibal Leguizamon,DEF,https://www.sofascore.com/es/jugador/anibal-leguizamon/898990,7246,3,0.04,360,0,0.0
Belgrano,Fausto Grillo,DEF,https://www.sofascore.com/es/jugador/fausto-grillo/553508,12450,5,0.04,340,0,0.0
Belgrano,Gabriel Compagnucci,DEF,https://www.sofascore.com/es/jugador/gabriel-compagnucci/944621,9253,1,0.01,501,0,0.0
Belgrano,Tobias Ostchega,DEF,https://www.sofascore.com/es/jugador/tobias-ostchega/992131,5649,1,0.02,479,0,0.0
Belgrano,Agustin Baldi,DEF,https://www.sofascore.com/es/jugador/agustin-baldi/992055,1293,0,0.0,0,0,-
Belgrano,Dattola Agustin,DEF,https://www.sofascore.com/es/jugador/dattola-agustin/1110288,5775,2,0.03,360,0,0.0
Belgrano,Geronimo Heredia,DEF,https://www.sofascore.com/es/jugador/geronimo-heredia/1518445,1599,1,0.06,435,0,0.0
Belgrano,Mariano Troilo,DEF,https://www.sofascore.com/es/jugador/mariano-troilo/1516324,3341,2,0.05,737,1,0.12
Belgrano,Nicolas Meriano,DEF,https://www.sofascore.com/es/jugador/nicolas-meriano/1117093,3957,1,0.02,348,0,0.0
Belgrano,Tomas Castro,VOL,https://www.sofascore.com/es/jugador/tomas-castro/1468139,486,0,0.0,0,0,-
Belgrano,Cravero Thiago,VOL,https://www.sofascore.com/es/jugador/cravero-thiago/1464853,2917,0,0.0,0,0,-
Belgrano,Jeremias Lucco,VOL,https://www.sofascore.com/es/jugador/jeremias-lucco/1518447,560,2,0.32,50,0,0.0
Belgrano,Julian Mavilla,VOL,https://www.sofascore.com/es/jugador/julian-mavilla/1650569,1803,3,0.15,30,0,0.0
Belgrano,Lucas Zelarayan,VOL,https://www.sofascore.com/es/jugador/lucas-zelarayan/249061,19015,73,0.35,0,0,-
Belgrano,Longo Santiago,VOL,https://www.sofascore.com/es/jugador/longo-santiago/990171,6790,0,0.0,480,0,0.0
Belgrano,Francisco Gonzalez Metilli,VOL,https://www.sofascore.com/es/jugador/francisco-gonzalez-metilli/896773,10490,13,0.11,569,0,0.0
Belgrano,Lucas Menossi,VOL,https://www.sofascore.com/es/jugador/lucas-menossi/249429,14800,14,0.09,528,0,0.0
Belgrano,Facundo Quignon,VOL,https://www.sofascore.com/es/jugador/facundo-quignon/340731,15209,6,0.04,416,0,0.0
Belgrano,Ulises Sanchez,VOL,https://www.sofascore.com/es/jugador/ulises-sanchez/992114,5033,8,0.14,229,0,0.0
Belgrano,Bryan Reyna,DEL,https://www.sofascore.com/es/jugador/bryan-reyna/883747,8021,17,0.19,463,0,0.0
Belgrano,Juan Velazquez,DEL,https://www.sofascore.com/es/jugador/juan-velazquez/1835765,2354,1,0.04,210,0,0.0
Belgrano,Franco Jara,DEL,https://www.sofascore.com/es/jugador/franco-jara/40776,18567,107,0.52,642,1,0.14
Belgrano,Nicolas Fernandez,DEL,https://www.sofascore.com/es/jugador/nicolas-fernandez/581804,18204,72,0.36,604,5,0.75
Belgrano,Lucas Passerini,DEL,https://www.sofascore.com/es/jugador/lucas-passerini/579316,10243,56,0.49,453,0,0.0
Boca Juniors,Javier Garcia,ARQ,https://www.sofascore.com/es/jugador/javier-garcia/31967,4620,-,-,0,-,-
Boca Juniors,Leandro Brey,ARQ,https://www.sofascore.com/es/jugador/leandro-brey/1182102,1808,-,-,1763,-,-
Boca Juniors,Agustin Marchesin,ARQ,https://www.sofascore.com/es/jugador/agustin-marchesin/47339,28147,-,-,899,-,-
Boca Juniors,Sergio Romero,ARQ,https://www.sofascore.com/es/jugador/sergio-romero/25566,14433,-,-,0,-,-
Boca Juniors,Nicolas Figal,DEF,https://www.sofascore.com/es/jugador/nicolas-figal/579350,18133,8,0.04,0,0,-
Boca Juniors,Mendia Mateo,DEF,https://www.sofascore.com/es/jugador/mendia-mateo/1537927,91,0,0.0,91,0,0.0
Boca Juniors,Juan Barinaga,DEF,https://www.sofascore.com/es/jugador/juan-barinaga/974729,5683,5,0.08,297,0,0.0
Boca Juniors,Ayrton Costa,DEF,https://www.sofascore.com/es/jugador/ayrton-costa/976485,8159,5,0.06,1711,0,0.0
Boca Juniors,Cristian Lema,DEF,https://www.sofascore.com/es/jugador/cristian-lema/106384,19119,23,0.11,0,0,-
Boca Juniors,Lautaro Di Lollo,DEF,https://www.sofascore.com/es/jugador/lautaro-di-lollo/1217939,2120,1,0.04,823,1,0.11
Boca Juniors,Lautaro Blanco,DEF,https://www.sofascore.com/es/jugador/lautaro-blanco/989865,13483,0,0.0,465,0,0.0
Boca Juniors,Lucas Blondel,DEF,https://www.sofascore.com/es/jugador/lucas-blondel/860003,8008,9,0.1,459,0,0.0
Boca Juniors,Luis Advincula,DEF,https://www.sofascore.com/es/jugador/luis-advincula/149850,25232,11,0.04,568,1,0.16
Boca Juniors,Marcos Rojo,DEF,https://www.sofascore.com/es/jugador/marcos-rojo/46998,14952,9,0.05,463,0,0.0
Boca Juniors,Frank Fabra,DEF,https://www.sofascore.com/es/jugador/frank-fabra/247741,18437,10,0.05,132,0,0.0
Boca Juniors,Rodrigo Battaglia,DEF,https://www.sofascore.com/es/jugador/rodrigo-battaglia/158257,21344,14,0.06,590,0,0.0
Boca Juniors,Marcelo Saracchi,DEF,https://www.sofascore.com/es/jugador/marcelo-saracchi/796444,12311,7,0.05,573,1,0.16
Boca Juniors,Camilo Rey,VOL,https://www.sofascore.com/es/jugador/camilo-rey/1542722,438,0,0.0,0,0,-
Boca Juniors,Agustin Martegani,VOL,https://www.sofascore.com/es/jugador/agustin-martegani/984926,4347,5,0.1,93,0,0.0
Boca Juniors,Tomas Belmonte,VOL,https://www.sofascore.com/es/jugador/tomas-belmonte/881169,15786,19,0.11,353,0,0.0
Boca Juniors,Delgado Milton,VOL,https://www.sofascore.com/es/jugador/delgado-milton/1819597,1020,0,0.0,450,0,0.0
Boca Juniors,Ignacio Miramon,VOL,https://www.sofascore.com/es/jugador/ignacio-miramon/1090319,3294,0,0.0,73,0,0.0
Boca Juniors,Williams Alarcon,VOL,https://www.sofascore.com/es/jugador/williams-alarcon/936534,10045,11,0.1,540,0,0.0
Boca Juniors,Alan Velasco,VOL,https://www.sofascore.com/es/jugador/alan-velasco/976496,9971,23,0.21,452,0,0.0
Boca Juniors,Kevin Zenon,VOL,https://www.sofascore.com/es/jugador/kevin-zenon/989863,10682,14,0.12,503,2,0.36
Boca Juniors,Ander Herrera,VOL,https://www.sofascore.com/es/jugador/ander-herrera/82474,18113,16,0.08,0,0,-
Boca Juniors,Esteban Rolon,VOL,https://www.sofascore.com/es/jugador/esteban-rolon/816808,8661,3,0.03,0,0,-
Boca Juniors,Milton Gimenez,DEL,https://www.sofascore.com/es/jugador/milton-gimenez/1092308,11341,53,0.42,620,5,0.73
Boca Juniors,Brian Aguirre,DEL,https://www.sofascore.com/es/jugador/brian-aguirre/1084962,5660,8,0.13,207,0,0.0
Boca Juniors,Miguel Merentiel,DEL,https://www.sofascore.com/es/jugador/miguel-merentiel/892275,13308,73,0.49,529,5,0.85
Boca Juniors,Lucas Janson,DEL,https://www.sofascore.com/es/jugador/lucas-janson/249843,16444,55,0.3,135,1,0.67
Boca Juniors,Edinson Cavani,DEL,https://www.sofascore.com/es/jugador/edinson-cavani/21521,23220,183,0.71,580,2,0.31
Boca Juniors,Carlos Palacios,DEL,https://www.sofascore.com/es/jugador/carlos-palacios/905487,12336,36,0.26,756,1,0.12
Boca Juniors,Exequiel Zeballos,DEL,https://www.sofascore.com/es/jugador/exequiel-zeballos/1003011,4838,11,0.2,545,2,0.33
Central Córdoba,Alan Aguerre,ARQ,https://www.sofascore.com/es/jugador/alan-aguerre/147351,13427,-,-,900,-,-
Central Córdoba,Bursich Lautaro,ARQ,https://www.sofascore.com/es/jugador/bursich-lautaro/1167976,90,-,-,0,-,-
Central Córdoba,Fernando Martinez,DEF,https://www.sofascore.com/es/jugador/fernando-martinez/1112782,753,2,0.24,0,0,-
Central Córdoba,Lautaro Montoya,DEF,https://www.sofascore.com/es/jugador/lautaro-montoya/830657,5141,2,0.04,0,0,-
Central Córdoba,Lucas Abascia,DEF,https://www.sofascore.com/es/jugador/lucas-abascia/1113113,3852,1,0.02,195,0,0.0
Central Córdoba,Santiago Moyano,DEF,https://www.sofascore.com/es/jugador/santiago-moyano/884931,6170,3,0.04,585,0,0.0
Central Córdoba,Yuri Casermeiro,DEF,https://www.sofascore.com/es/jugador/yuri-casermeiro/1578950,167,0,0.0,90,0,0.0
Central Córdoba,Gonzalo Trindade,DEF,https://www.sofascore.com/es/jugador/gonzalo-trindade/1482278,502,0,0.0,121,0,0.0
Central Córdoba,Facundo Mansilla,DEF,https://www.sofascore.com/es/jugador/facundo-mansilla/1087335,5479,2,0.03,0,0,-
Central Córdoba,Lautaro Rivero,DEF,https://www.sofascore.com/es/jugador/lautaruo-rivero/1835781,1599,2,0.11,900,2,0.2
Central Córdoba,Braian Cufre,DEF,https://www.sofascore.com/es/jugador/braian-cufre/818441,13232,6,0.04,0,0,-
Central Córdoba,Jonathan Galvan,DEF,https://www.sofascore.com/es/jugador/jonathan-galvan/789271,13805,6,0.04,774,0,0.0
Central Córdoba,Ivan Pillud,DEF,https://www.sofascore.com/es/jugador/ivan-pillud/82371,11095,3,0.02,360,0,0.0
Central Córdoba,Manuel Palavecino,VOL,https://www.sofascore.com/es/jugador/manuel-palavecino/1200724,154,1,0.58,0,0,-
Central Córdoba,Cristian Vega,VOL,https://www.sofascore.com/es/jugador/cristian-vega/941433,8111,6,0.07,30,0,0.0
Central Córdoba,Dylan Glaby,VOL,https://www.sofascore.com/es/jugador/dylan-glaby/981333,8284,4,0.04,383,0,0.0
Central Córdoba,Ivan Gomez,VOL,https://www.sofascore.com/es/jugador/ivan-gomez/849136,16057,9,0.05,792,1,0.11
