EQUIPO,NOMBRE_JUGADOR,POS,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS 2025,GOLES 2025,GOLES/90 2025
Platense,Vicente Taborda,VOL,https://www.sofascore.com/es/jugador/vicente-taborda/1131037,5223,9,0.16,779,4,0.46
Platense,Santiago Toloza,VOL,https://www.sofascore.com/es/jugador/santiago-toloza/1018410,3111,5,0.14,32,0,0.0
Platense,Franco Zapiola,VOL,https://www.sofascore.com/es/jugador/franco-zapiola/1212545,4154,7,0.15,511,0,0.0
Platense,Leonel Picco,VOL,https://www.sofascore.com/es/jugador/leonel-picco/981350,10297,2,0.02,833,0,0.0
Platense,Franco Minerva,VOL,https://www.sofascore.com/es/jugador/franco-minerva/1650800,882,1,0.1,97,0,0.0
Platense,Guido Mainero,VOL,https://www.sofascore.com/es/jugador/guido-mainero/895232,8022,14,0.16,781,1,0.12
Platense,Enzo Roldan,VOL,https://www.sofascore.com/es/jugador/enzo-roldan/1022263,6196,3,0.04,41,0,0.0
Platense,Rodrigo Herrera,VOL,https://www.sofascore.com/es/jugador/rodrigo-herrera/1067815,5859,0,0.0,672,0,0.0
Platense,Fernando Juarez,VOL,https://www.sofascore.com/es/jugador/fernando-juarez/851585,6656,0,0.0,328,0,0.0
Platense,Ignacio Schor,VOL,https://www.sofascore.com/es/jugador/ignacio-schor/1092305,4151,3,0.07,236,0,0.0
Platense,Maximiliano Rodriguez,DEL,https://www.sofascore.com/es/jugador/maximiliano-rodriguez/940483,7233,17,0.21,199,0,0.0
Platense,Tobias Cervera,DEL,https://www.sofascore.com/es/jugador/tobias-cervera/1086929,3523,12,0.31,22,0,0.0
Platense,Juan Pablo Goicochea,DEL,https://www.sofascore.com/es/jugador/juan-pablo-goicochea/1201015,66,0,0.0,0,0,-
Platense,Ronaldo Martinez,DEL,https://www.sofascore.com/es/jugador/ronaldo-martinez/874452,4562,12,0.24,287,0,0.0
Platense,Augusto Lotti,DEL,https://www.sofascore.com/es/jugador/augusto-lotti/824456,9654,29,0.27,498,1,0.18
Platense,Rodrigo Marquez,DEL,https://www.sofascore.com/es/jugador/rodrigo-marquez/1086993,1316,2,0.14,41,0,0.0
Platense,Nicolas Orsini,DEL,https://www.sofascore.com/es/jugador/nicolas-orsini/347744,7990,23,0.26,13,0,0.0
Racing Club,Gaston Gomez,ARQ,https://www.sofascore.com/es/jugador/gaston-gomez/830775,7721,-,-,0,-,-
Racing Club,Cambeses Facundo,ARQ,https://www.sofascore.com/es/jugador/cambeses-facundo/836159,9240,-,-,240,-,-
Racing Club,Gabriel Arias,ARQ,https://www.sofascore.com/es/jugador/gabriel-arias/581782,24187,-,-,837,-,-
Racing Club,Facundo Mura,DEF,https://www.sofascore.com/es/jugador/facundo-mura/974664,11267,10,0.08,196,1,0.46
Racing Club,Marco Di Cesare,DEF,https://www.sofascore.com/es/jugador/marco-di-cesare/1017460,7514,3,0.04,680,1,0.13
Racing Club,German Conti,DEF,https://www.sofascore.com/es/jugador/german-conti/320917,13936,6,0.04,290,0,0.0
Racing Club,Agustin Garcia Basso,DEF,https://www.sofascore.com/es/jugador/agustin-garcia-basso/896806,5979,3,0.05,83,0,0.0
Racing Club,Quiros Santiago,DEF,https://www.sofascore.com/es/jugador/quiros-santiago/1464535,3208,1,0.03,780,0,0.0
Racing Club,Nazareno Colombo,DEF,https://www.sofascore.com/es/jugador/nazareno-colombo/913596,12698,5,0.04,867,0,0.0
Racing Club,Gabriel Rojas,DEF,https://www.sofascore.com/es/jugador/gabriel-rojas/1387300,16452,4,0.02,720,0,0.0
Racing Club,Gaston Martirena,DEF,https://www.sofascore.com/es/jugador/gaston-martirena/1017433,11303,16,0.13,916,1,0.1
Racing Club,Santiago Sosa,VOL,https://www.sofascore.com/es/jugador/santiago-sosa/928237,10836,4,0.03,405,0,0.0
Racing Club,Matias Zaracho,VOL,https://www.sofascore.com/es/jugador/matias-zaracho/859970,18339,34,0.17,433,1,0.21
Racing Club,Richard Sanchez,VOL,https://www.sofascore.com/es/jugador/richard-sanchez/885612,14132,18,0.11,246,0,0.0
Racing Club,Agustin Almendra,VOL,https://www.sofascore.com/es/jugador/agustin-almendra/922440,7902,11,0.13,539,0,0.0
Racing Club,Juan Nardoni,VOL,https://www.sofascore.com/es/jugador/juan-nardoni/989862,11847,5,0.04,908,0,0.0
Racing Club,Bruno Zuculini,VOL,https://www.sofascore.com/es/jugador/bruno-zuculini/249409,11955,12,0.09,232,1,0.39
Racing Club,Adrian Fernandez,VOL,https://www.sofascore.com/es/jugador/adrian-fernandez/1121463,3714,4,0.1,53,0,0.0
Racing Club,Barrios Martin,VOL,https://www.sofascore.com/es/jugador/barrios-martin/930196,7149,4,0.05,314,1,0.29
Racing Club,Gonzalez David,VOL,https://www.sofascore.com/es/jugador/gonzlez-david/1653140,0,0,0,0,0,-
Racing Club,Ignacio Rodriguez,VOL,https://www.sofascore.com/es/jugador/ignacio-rodriguez/1113236,2840,1,0.03,426,0,0.0
Racing Club,Martinez Adrian,DEL,https://www.sofascore.com/es/jugador/martinez-adrian/906811,15777,95,0.54,696,6,0.78
Racing Club,Luciano Vietto,DEL,https://www.sofascore.com/es/jugador/luciano-vietto/249407,14347,51,0.32,409,4,0.88
Racing Club,Maximiliano Salas,DEL,https://www.sofascore.com/es/jugador/maximiliano-salas/883933,14010,45,0.29,812,0,0.0
Racing Club,Adrian Balboa,DEL,https://www.sofascore.com/es/jugador/adrian-balboa/368422,14678,50,0.31,417,3,0.65
Racing Club,Solari Santiago,DEL,https://www.sofascore.com/es/jugador/solari-santiago/1104323,5390,12,0.2,384,0,0.0
Racing Club,Degregorio Ramiro Matias,DEL,https://www.sofascore.com/es/jugador/degregorio-ramiro-matias/1489956,69,0,0.0,42,0,0.0
River Plate,Jeremias Ledesma,ARQ,https://www.sofascore.com/es/jugador/jeremias-ledesma/341097,20158,-,-,90,-,-
River Plate,Franco Armani,ARQ,https://www.sofascore.com/es/jugador/franco-armani/221140,34216,-,-,1020,-,-
River Plate,Milton Casco,DEF,https://www.sofascore.com/es/jugador/milton-casco/122710,20444,4,0.02,454,0,0.0
River Plate,Leandro Gonzalez Pirez,DEF,https://www.sofascore.com/es/jugador/leandro-gonzalez-pirez/158259,23011,12,0.05,90,1,1.0
River Plate,Federico Gattoni,DEF,https://www.sofascore.com/es/jugador/federico-gattoni/941464,9279,9,0.09,90,0,0.0
River Plate,Fabricio Bustos,DEF,https://www.sofascore.com/es/jugador/fabricio-bustos/850023,27317,11,0.04,248,0,0.0
River Plate,Paulo Diaz,DEF,https://www.sofascore.com/es/jugador/paulo-diaz/790004,22552,17,0.07,725,0,0.0
River Plate,Lucas Martinez Quarta,DEF,https://www.sofascore.com/es/jugador/lucas-martinez-quarta/795297,19495,18,0.08,0,0,-
River Plate,German Pezzella,DEF,https://www.sofascore.com/es/jugador/german-pezzella/158241,29081,14,0.04,705,0,0.0
River Plate,Marcos Acuna,DEF,https://www.sofascore.com/es/jugador/marcos-acuna/578560,23640,21,0.08,682,0,0.0
River Plate,Gonzalo Montiel,DEF,https://www.sofascore.com/es/jugador/gonzalo-montiel/822933,17709,10,0.05,0,0,-
River Plate,Rodrigo Aliendro,VOL,https://www.sofascore.com/es/jugador/rodrigo-aliendro/830748,20174,16,0.07,382,0,0.0
River Plate,Matias Kranevitter,VOL,https://www.sofascore.com/es/jugador/matias-kranevitter/295159,12628,1,0.01,246,0,0.0
River Plate,Enzo Perez,VOL,https://www.sofascore.com/es/jugador/enzo-perez/33958,26516,4,0.01,710,0,0.0
River Plate,Maximiliano Meza,VOL,https://www.sofascore.com/es/jugador/maximiliano-meza/340897,22235,49,0.2,602,0,0.0
River Plate,Gonzalo Martinez,VOL,https://www.sofascore.com/es/jugador/gonzalo-martinez/789871,13626,44,0.29,333,0,0.0
River Plate,Nacho Fernandez,VOL,https://www.sofascore.com/es/jugador/nacho-fernandez/340861,24066,47,0.18,97,0,0.0
River Plate,Manuel Lanzini,VOL,https://www.sofascore.com/es/jugador/manuel-lanzini/220315,16665,32,0.17,0,0,-
River Plate,Kevin Castano,VOL,https://www.sofascore.com/es/jugador/kevin-castano/1066915,6955,3,0.04,0,0,-
River Plate,Giuliano Galoppo,VOL,https://www.sofascore.com/es/jugador/giuliano-galoppo/926413,9450,30,0.29,410,0,0.0
River Plate,Matias Rojas,VOL,https://www.sofascore.com/es/jugador/matias-rojas/846280,12217,41,0.3,0,0,-
River Plate,Franco Mastantuono,VOL,https://www.sofascore.com/es/jugador/franco-mastantuono/1403559,1865,4,0.19,409,2,0.44
River Plate,Santiago Simon,VOL,https://www.sofascore.com/es/jugador/santiago-simon/1091058,8086,6,0.07,501,0,0.0
River Plate,Sebastian Driussi,DEL,https://www.sofascore.com/es/jugador/sebastian-driussi/358938,19913,84,0.38,0,0,-
River Plate,Agustin Ruberto,DEL,https://www.sofascore.com/es/jugador/agustin-ruberto/1482434,317,1,0.28,0,0,-
River Plate,Miguel Borja,DEL,https://www.sofascore.com/es/jugador/miguel-borja/329601,23402,165,0.63,868,2,0.21
River Plate,Tapia Gonzalo,DEL,https://www.sofascore.com/es/jugador/tapia-gonzalo/1002947,6789,22,0.29,208,0,0.0
River Plate,Facundo Colidio,DEL,https://www.sofascore.com/es/jugador/facundo-colidio/927308,10917,33,0.27,640,3,0.42
River Plate,Ian Subiabre,DEL,https://www.sofascore.com/es/jugador/ian-subiabre/1482381,202,0,0.0,139,0,0.0
Rosario Central,Fernandez Damian,ARQ,https://www.sofascore.com/es/jugador/fernandez-damian-leandro/2008213,0,-,-,0,-,-
Rosario Central,Jorge Broun,ARQ,https://www.sofascore.com/es/jugador/jorge-broun/789406,16791,-,-,810,-,-
Rosario Central,Axel Werner,ARQ,https://www.sofascore.com/es/jugador/axel-werner/250219,5435,-,-,90,-,-
Rosario Central,Agustin Sandez,DEF,https://www.sofascore.com/es/jugador/agustin-sandez/1066556,7691,7,0.08,778,1,0.12
Rosario Central,Gimenez Juan,DEF,https://www.sofascore.com/es/jugador/gimenez-juan/1482411,1728,1,0.05,247,0,0.0
Rosario Central,Facundo Mallo,DEF,https://www.sofascore.com/es/jugador/facundo-mallo/877400,10231,6,0.05,368,0,0.0
Rosario Central,Emanuel Coronel,DEF,https://www.sofascore.com/es/jugador/emanuel-coronel/895593,14448,2,0.01,691,0,0.0
Rosario Central,Juan Cruz Komar,DEF,https://www.sofascore.com/es/jugador/juan-komar/376734,13938,6,0.04,432,0,0.0
Rosario Central,Carlos Quintana,DEF,https://www.sofascore.com/es/jugador/carlos-quintana/33202,18537,13,0.06,740,0,0.0
Rosario Central,Agustin Bravo,DEF,https://www.sofascore.com/es/jugador/agustin-bravo/1096232,2237,1,0.04,0,0,-
Rosario Central,Juan Manuel Elordi,DEF,https://www.sofascore.com/es/jugador/juan-manuel-elordi/993481,5518,9,0.15,122,0,0.0
Rosario Central,Enzo Gimenez,DEF,https://www.sofascore.com/es/jugador/enzo-gimenez/927326,2858,2,0.06,169,0,0.0
Rosario Central,Ignacio Malcorra,VOL,https://www.sofascore.com/es/jugador/ignacio-malcorra/789427,24656,43,0.16,798,4,0.45
Rosario Central,Franco Ibarra,VOL,https://www.sofascore.com/es/jugador/franco-ibarra/989796,8412,0,0.0,810,0,0.0
Rosario Central,Tomas Oconnor,VOL,https://www.sofascore.com/es/jugador/tomas-oconnor/1117117,3166,3,0.09,164,0,0.0
Rosario Central,Lautaro Giaccone,VOL,https://www.sofascore.com/es/jugador/lautaro-giaccone/1087087,3484,7,0.18,245,1,0.37
Rosario Central,Navarro Federico,VOL,https://www.sofascore.com/es/jugador/navarro-federico/963280,9593,3,0.03,485,0,0.0
Rosario Central,Augusto Solari,VOL,https://www.sofascore.com/es/jugador/augusto-solari/291279,9090,18,0.18,198,0,0.0
Rosario Central,Jonatan Gomez,VOL,https://www.sofascore.com/es/jugador/jonatan-gomez/986257,18813,33,0.16,74,0,0.0
Rosario Central,Kevin Ortiz,VOL,https://www.sofascore.com/es/jugador/kevin-ortiz/1180814,6943,2,0.03,61,0,0.0
Rosario Central,Gaspar Duarte,VOL,https://www.sofascore.com/es/jugador/gaspar-duarte/1836623,990,1,0.09,530,1,0.17
Rosario Central,Jaminton Campaz,VOL,https://www.sofascore.com/es/jugador/jaminton-campaz/877299,15747,44,0.25,724,4,0.5
Rosario Central,Lopez Santiago,DEL,https://www.sofascore.com/es/jugador/lopez-santiago/1482391,1313,2,0.14,132,0,0.0
Rosario Central,Maximiliano Lovera,DEL,https://www.sofascore.com/es/jugador/maximiliano-lovera/839582,8465,9,0.1,171,0,0.0
Rosario Central,Sebastian Ferreira,DEL,https://www.sofascore.com/es/jugador/sebastian-ferreira/822783,7816,38,0.44,124,1,0.73
Rosario Central,Modica Agustin,DEL,https://www.sofascore.com/es/jugador/modica-agustin/1542680,984,7,0.64,0,0,-
Rosario Central,Enzo Copetti,DEL,https://www.sofascore.com/es/jugador/enzo-copetti/860045,12595,40,0.29,766,1,0.12
San Lorenzo,Orlando Gil,ARQ,https://www.sofascore.com/es/jugador/orlando-gil/991709,990,-,-,900,-,-
San Lorenzo,Jose Devecchi,ARQ,https://www.sofascore.com/es/jugador/jose-devecchi/578460,11892,-,-,0,-,-
San Lorenzo,Facundo Altamirano,ARQ,https://www.sofascore.com/es/jugador/facundo-altamirano/794812,9224,-,-,0,-,-
San Lorenzo,Mateo Clemente,ARQ,https://www.sofascore.com/es/jugador/mateo-clemente/1179262,90,-,-,0,-,-
San Lorenzo,Nahuel Arias,DEF,https://www.sofascore.com/es/jugador/nahuel-arias/1485102,752,0,0.0,0,0,-
San Lorenzo,Ezequiel Herrera,DEF,https://www.sofascore.com/es/jugador/ezequiel-herrera/1199307,3747,0,0.0,900,0,0.0
San Lorenzo,Nery Dominguez,DEF,https://www.sofascore.com/es/jugador/nery-dominguez/341075,17658,6,0.03,130,0,0.0
San Lorenzo,Daniel Herrera,DEF,https://www.sofascore.com/es/jugador/daniel-herrera/1835531,1229,0,0.0,810,0,0.0
San Lorenzo,Renzo Pedroza,DEF,https://www.sofascore.com/es/jugador/ramiro-pedroza/1956756,0,0,0,0,0,-
San Lorenzo,Zelaya Maximiliano,DEF,https://www.sofascore.com/es/jugador/zelaya-maximiliano/942052,0,0,0,0,0,-
San Lorenzo,Elias Baez,DEF,https://www.sofascore.com/es/jugador/elias-baez/1485370,2292,0,0.0,833,0,0.0
San Lorenzo,Gaston Hernandez,DEF,https://www.sofascore.com/es/jugador/gaston-hernandez/980886,7040,3,0.04,101,0,0.0
San Lorenzo,Nicolas Tripichio,DEF,https://www.sofascore.com/es/jugador/nicolas-tripichio/358924,14699,12,0.07,742,0,0.0
San Lorenzo,Jhohan Romana,DEF,https://www.sofascore.com/es/jugador/jhohan-romana/839734,8540,2,0.02,900,0,0.0
San Lorenzo,Malcom Braida,DEF,https://www.sofascore.com/es/jugador/malcom-braida/994453,13250,12,0.08,900,2,0.2
San Lorenzo,Iker Muniain,VOL,https://www.sofascore.com/es/jugador/iker-muniain/71707,20679,45,0.2,39,0,0.0
San Lorenzo,Irala Elian,VOL,https://www.sofascore.com/es/jugador/irala-elian/1385755,4435,2,0.04,688,0,0.0
San Lorenzo,Manuel Insaurralde,VOL,https://www.sofascore.com/es/jugador/manuel-insaurralde/960297,3785,0,0.0,27,0,0.0
San Lorenzo,Juan Cruz Vega,VOL,https://www.sofascore.com/es/jugador/juan-cruz-vega/1920842,0,0,0,0,0,-
San Lorenzo,Valentin Escalante,VOL,https://www.sofascore.com/es/jugador/valentin-escalante/2031267,0,0,0,0,0,-
San Lorenzo,Emanuel Cecchini,VOL,https://www.sofascore.com/es/jugador/emanuel-cecchini/581618,9608,7,0.07,286,1,0.31
San Lorenzo,Ezequiel Cerutti,DEL,https://www.sofascore.com/es/jugador/ezequiel-cerutti/340785,10064,10,0.09,321,0,0.0
San Lorenzo,Andres Vombergar,DEL,https://www.sofascore.com/es/jugador/andres-vombergar/894415,8023,32,0.36,680,6,0.79
San Lorenzo,Alexis Cuello,DEL,https://www.sofascore.com/es/jugador/alexis-cuello/965768,5876,14,0.21,718,0,0.0
San Lorenzo,Reali Matias,DEL,https://www.sofascore.com/es/jugador/reali-matias/1182457,5908,3,0.05,818,0,0.0
San Lorenzo,Jaime Peralta,DEL,https://www.sofascore.com/es/jugador/jaime-peralta/1551137,1177,8,0.61,102,1,0.88
San Martín de San Juan,Federico Bonansea,ARQ,https://www.sofascore.com/es/jugador/federico-bonansea/789879,270,-,-,0,-,-
San Martín de San Juan,Maximiliano Velazco,ARQ,https://www.sofascore.com/es/jugador/maximiliano-velazco/830706,4422,-,-,0,-,-
San Martín de San Juan,Matias Borgogno,ARQ,https://www.sofascore.com/es/jugador/matias-borgogno/934122,5130,-,-,900,-,-
San Martín de San Juan,Hernan Lopes,DEF,https://www.sofascore.com/es/jugador/hernan-lopes/874792,11760,2,0.02,323,0,0.0
San Martín de San Juan,Alejandro Molina,DEF,https://www.sofascore.com/es/jugador/alejandro-molina/902452,6696,5,0.07,515,0,0.0
San Martín de San Juan,Esteban Burgos,DEF,https://www.sofascore.com/es/jugador/esteban-burgos/594426,15035,13,0.08,487,0,0.0
San Martín de San Juan,Ayrton Portillo,DEF,https://www.sofascore.com/es/jugador/ayrton-portillo/1092590,5421,0,0.0,450,0,0.0
San Martín de San Juan,Damian Adin,DEF,https://www.sofascore.com/es/jugador/damian-adin/929459,5568,3,0.05,0,0,-
San Martín de San Juan,Lucas Diarte,DEF,https://www.sofascore.com/es/jugador/lucas-diarte/332777,5698,1,0.02,416,0,0.0
San Martín de San Juan,Caseres Rodrigo,DEF,https://www.sofascore.com/es/jugador/caseres-rodrigo/1108449,4741,1,0.02,900,0,0.0
San Martín de San Juan,Tomas Lecanda,DEF,https://www.sofascore.com/es/jugador/tomas-lecanda/1003027,2480,0,0.0,0,0,-
San Martín de San Juan,Luciano Recalde,DEF,https://www.sofascore.com/es/jugador/luciano-recalde/896879,9091,1,0.01,415,0,0.0
San Martín de San Juan,Leonel Alvarez,VOL,https://www.sofascore.com/es/jugador/leonel-alvarez/897111,4442,0,0.0,450,0,0.0
San Martín de San Juan,Tomas Escalante,VOL,https://www.sofascore.com/es/jugador/tomas-escalante/1017377,4422,1,0.02,149,0,0.0
San Martín de San Juan,Watson Nicolas,VOL,https://www.sofascore.com/es/jugador/watson-nicolas/994455,3591,0,0.0,322,0,0.0
San Martín de San Juan,Sebastian Gonzalez,VOL,https://www.sofascore.com/es/jugador/sebastian-gonzalez/79711,5848,11,0.17,433,1,0.21
San Martín de San Juan,Diego Gonzalez,VOL,https://www.sofascore.com/es/jugador/diego-gonzalez/33232,12306,24,0.18,0,0,-
San Martín de San Juan,Sebastian Jaurena,VOL,https://www.sofascore.com/es/jugador/sebastian-jaurena/943795,5061,2,0.04,438,0,0.0
San Martín de San Juan,Gaston Moreyra,VOL,https://www.sofascore.com/es/jugador/gaston-moreyra/1134165,590,0,0.0,75,0,0.0
San Martín de San Juan,Olguin Gino,VOL,https://www.sofascore.com/es/jugador/olguin-gino/1092345,1635,0,0.0,135,0,0.0
San Martín de San Juan,Nicolas Pelaitay,VOL,https://www.sofascore.com/es/jugador/nicolas-pelaitay/316030,7837,3,0.03,758,0,0.0
San Martín de San Juan,Tomas Fernandez,DEL,https://www.sofascore.com/es/jugador/tomas-fernandez/946195,3935,11,0.25,559,1,0.16
San Martín de San Juan,Ezequiel Montagna,DEL,https://www.sofascore.com/es/jugador/ezequiel-montagna/789383,3358,5,0.13,110,0,0.0
San Martín de San Juan,Jonathan Menendez,DEL,https://www.sofascore.com/es/jugador/jonathan-menendez/846568,9248,22,0.21,0,0,-
San Martín de San Juan,Maximiliano Casa,DEL,https://www.sofascore.com/es/jugador/maximiliano-casa/895355,5192,11,0.19,57,0,0.0
San Martín de San Juan,Edwuin Pernia,DEL,https://www.sofascore.com/es/jugador/edwuin-pernia/830411,6597,33,0.45,145,0,0.0
San Martín de San Juan,Franco Toloza,DEL,https://www.sofascore.com/es/jugador/franco-toloza/1020531,3574,15,0.38,99,0,0.0
San Martín de San Juan,Horacio Tijanovich,DEL,https://www.sofascore.com/es/jugador/horacio-tijanovich/798553,7479,7,0.08,120,0,0.0
San Martín de San Juan,Juan Cavallaro,DEL,https://www.sofascore.com/es/jugador/juan-cavallaro/249301,4986,12,0.22,297,0,0.0
San Martín de San Juan,Federico Gonzalez,DEL,https://www.sofascore.com/es/jugador/federico-gonzalez/106231,8442,27,0.29,105,0,0.0
San Martín de San Juan,Anselmo Federico,DEL,https://www.sofascore.com/es/jugador/anselmo-federico/991310,5382,16,0.27,0,0,-
Sarmiento,Lucas Acosta,ARQ,https://www.sofascore.com/es/jugador/lucas-acosta/340845,12580,-,-,900,-,-
Sarmiento,Alex Vigo,DEF,https://www.sofascore.com/es/jugador/alex-vigo/941093,10445,3,0.03,578,0,0.0
Sarmiento,Renzo Orihuela,DEF,https://www.sofascore.com/es/jugador/renzo-orihuela/941402,8693,6,0.06,810,0,0.0
Sarmiento,Facundo Roncaglia,DEF,https://www.sofascore.com/es/jugador/facundo-roncaglia/34391,17166,8,0.04,450,0,0.0
Sarmiento,Juan Manuel Insaurralde,DEF,https://www.sofascore.com/es/jugador/juan-manuel-insaurralde/93196,23522,12,0.05,720,0,0.0
Sarmiento,Vallejos Jeremias,DEF,https://www.sofascore.com/es/jugador/vallejos-jeremias/1650248,278,0,0.0,8,0,0.0
Sarmiento,Gabriel Diaz,DEF,https://www.sofascore.com/es/jugador/gabriel-diaz/1199053,5253,3,0.05,581,0,0.0
Sarmiento,Yair Arismendi,VOL,https://www.sofascore.com/es/jugador/yair-arismendi/896798,5767,4,0.06,132,0,0.0
Sarmiento,Juan Andrada,VOL,https://www.sofascore.com/es/jugador/juan-andrada/848616,9367,0,0.0,81,0,0.0
Sarmiento,Carlos Villalba,VOL,https://www.sofascore.com/es/jugador/carlos-villalba/975704,5735,1,0.02,432,0,0.0
Sarmiento,Joaquin Gho,VOL,https://www.sofascore.com/es/jugador/joaquin-gho/1094993,3652,4,0.1,644,0,0.0
Sarmiento,Manuel Monaco,VOL,https://www.sofascore.com/es/jugador/manuel-monaco/1179175,2179,2,0.08,11,0,0.0
Sarmiento,Elian Gimenez,VOL,https://www.sofascore.com/es/jugador/elian-gimenez/2035913,278,0,0.0,0,0,-
Sarmiento,Manuel Garcia,VOL,https://www.sofascore.com/es/jugador/manuel-garcia/1105366,5022,2,0.04,514,0,0.0
Sarmiento,Paradela Federico,VOL,https://www.sofascore.com/es/jugador/paradela-federico/1119881,1201,0,0.0,201,0,0.0
Sarmiento,Gabriel Carabajal,VOL,https://www.sofascore.com/es/jugador/gabriel-carabajal/830742,11295,22,0.18,526,2,0.34
Sarmiento,Valentin Burgoa,DEL,https://www.sofascore.com/es/jugador/valentin-burgoa/922466,6226,4,0.06,459,1,0.2
Sarmiento,Suhr Leandro,DEL,https://www.sofascore.com/es/jugador/suhr-leandro/976180,6210,7,0.1,397,1,0.23
Sarmiento,Ivan Morales Bravo,DEL,https://www.sofascore.com/es/jugador/ivan-morales/848075,8859,30,0.3,655,1,0.14
Sarmiento,Pablo Daniel Magnin,DEL,https://www.sofascore.com/es/jugador/pablo-daniel-magnin/249347,6253,31,0.45,465,2,0.39
Sarmiento,Franco Frias,DEL,https://www.sofascore.com/es/jugador/franco-frias/1086986,2827,12,0.38,288,0,0.0
Talleres de Córdoba,Javier Burrai,ARQ,https://www.sofascore.com/es/jugador/javier-burrai/174421,9110,-,-,0,-,-
Talleres de Córdoba,Jeremias Florentin,ARQ,https://www.sofascore.com/es/jugador/jeremias-florentin/1597273,0,-,-,0,-,-
Talleres de Córdoba,Guido Herrera,ARQ,https://www.sofascore.com/es/jugador/guido-herrera/248977,26263,-,-,975,-,-
Talleres de Córdoba,Fernandez Santiago,DEF,https://www.sofascore.com/es/jugador/fernandez-santiago/1462241,85,0,0.0,0,0,-
Talleres de Córdoba,Juan Gabriel Rodriguez,DEF,https://www.sofascore.com/es/jugador/juan-gabriel-rodriguez/155714,11571,7,0.05,804,0,0.0
Talleres de Córdoba,Gaston Benavidez,DEF,https://www.sofascore.com/es/jugador/gaston-benavidez/981452,14335,8,0.05,735,2,0.24
Talleres de Córdoba,Juan Portillo,DEF,https://www.sofascore.com/es/jugador/juan-portillo/1087037,12635,1,0.01,975,0,0.0
Talleres de Córdoba,Augusto Schott,DEF,https://www.sofascore.com/es/jugador/augusto-schott/940689,6539,3,0.04,240,0,0.0
Talleres de Córdoba,Blas Riveros,DEF,https://www.sofascore.com/es/jugador/blas-riveros/805202,8080,3,0.03,316,0,0.0
Talleres de Córdoba,Matias Catalan,DEF,https://www.sofascore.com/es/jugador/matias-catalan/249643,14505,10,0.06,0,0,-
Talleres de Córdoba,Miguel Navarro,DEF,https://www.sofascore.com/es/jugador/miguel-navarro/946472,11775,1,0.01,800,0,0.0
Talleres de Córdoba,Tomas Cardona,DEF,https://www.sofascore.com/es/jugador/tomas-cardona/849020,16209,8,0.04,270,0,0.0
Talleres de Córdoba,Matias Galarza Fonda,VOL,https://www.sofascore.com/es/jugador/matias-galarza/1105836,5629,8,0.13,648,0,0.0
Talleres de Córdoba,Emanuel Reynoso,VOL,https://www.sofascore.com/es/jugador/emanuel-reynoso/856109,15225,38,0.22,501,2,0.36
Talleres de Córdoba,Matias Galarza,VOL,https://www.sofascore.com/es/jugador/matias-galarza/1086924,5756,2,0.03,434,0,0.0
Talleres de Córdoba,Ulises Ortegoza,VOL,https://www.sofascore.com/es/jugador/ulises-ortegoza/1169586,5504,2,0.03,634,1,0.14
Talleres de Córdoba,Ruben Botta,VOL,https://www.sofascore.com/es/jugador/ruben-botta/249829,13490,25,0.17,685,0,0.0
Talleres de Córdoba,Mosqueira Joaquin,VOL,https://www.sofascore.com/es/jugador/mosqueira-joaquin/1464852,4530,4,0.08,264,0,0.0
Talleres de Córdoba,Portilla Juan Camilo,VOL,https://www.sofascore.com/es/jugador/portilla-camilo/980580,13756,3,0.02,581,0,0.0
Talleres de Córdoba,Santiago Puzzo,VOL,https://www.sofascore.com/es/jugador/santiago-puzzo/1653792,897,1,0.1,0,0,-
Talleres de Córdoba,Marcos Portillo,VOL,https://www.sofascore.com/es/jugador/marcos-portillo/1167858,3656,7,0.17,0,0,-
Talleres de Córdoba,Matias Ezequiel Gomez,VOL,https://www.sofascore.com/es/jugador/matias-gomez/1507306,0,0,0,0,0,-
Talleres de Córdoba,Rick Lima Morais,DEL,https://www.sofascore.com/es/jugador/rick/984900,6041,16,0.24,0,0,-
Talleres de Córdoba,Sebastian Palacios,DEL,https://www.sofascore.com/es/jugador/sebastian-palacios/312056,15167,48,0.28,347,0,0.0
Talleres de Córdoba,Depietri Valentin,DEL,https://www.sofascore.com/es/jugador/depietri-valentin/1092322,3395,4,0.11,357,1,0.25
Talleres de Córdoba,Federico Girotti,DEL,https://www.sofascore.com/es/jugador/federico-girotti/966164,8303,30,0.33,445,0,0.0
Talleres de Córdoba,Nahuel Bustos,DEL,https://www.sofascore.com/es/jugador/nahuel-bustos/859961,9682,40,0.37,484,0,0.0
Talleres de Córdoba,Cristian Tarragona,DEL,https://www.sofascore.com/es/jugador/cristian-tarragona/830717,9478,41,0.39,160,0,0.0
Tigre,Luka Fuster,ARQ,https://www.sofascore.com/es/jugador/luka-fuster/1893229,0,-,-,0,-,-
Tigre,Alan Sosa,ARQ,https://www.sofascore.com/es/jugador/alan-sosa/872392,4825,-,-,0,-,-
Tigre,Felipe Zenobio,ARQ,https://www.sofascore.com/es/jugador/felipe-zenobio/992071,4445,-,-,900,-,-
Tigre,Ramon Arias,DEF,https://www.sofascore.com/es/jugador/ramon-arias/158625,15047,6,0.04,103,0,0.0
